,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,wSI/C,wSL/C,vSI,vSL,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff
0,2024-09-01,746669,Groundout,field_out,True,694192,682227,Jackson Chourio,Brandon Williamson,0,4777a75f-41c7-46c2-8ba0-178c6ef1d003,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.25,3.54,8.0,84.0,65.0,78.0,0.833,6.75,1.13,4.5,1.13,1.11,0.227,0.455,0.0,0.409,0.429,86.0,100.0,103.0,42.0,-28.0,-68.0,45.0,104.0,90.0,67.0,83.0,82.0,0.206,0.516,0.048,0.23,-1.19,2.77,-12.83,2.7,93.1,90.4,84.1,75.3,0.125,0.313,0.152,0.286,0.429,0.214,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,
1,2024-09-01,746669,Lineout,field_out,True,663368,682227,Blake Perkins,Brandon Williamson,0,02e2c385-097d-41e5-ac4c-86bd00bd9383,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.25,3.54,8.0,84.0,65.0,78.0,0.833,6.75,1.13,4.5,1.13,1.11,0.227,0.455,0.0,0.409,0.429,86.0,100.0,103.0,42.0,-28.0,-68.0,45.0,104.0,90.0,67.0,83.0,82.0,0.206,0.516,0.048,0.23,-1.19,2.77,-12.83,2.7,93.1,90.4,84.1,75.3,0.125,0.313,0.152,0.286,0.429,0.214,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,
2,2024-09-01,746669,Groundout,field_out,True,661388,682227,William Contreras,Brandon Williamson,0,5b36d9e1-6cac-408a-ac4d-a1d568a3f4e4,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.25,3.54,8.0,84.0,65.0,78.0,0.833,6.75,1.13,4.5,1.13,1.11,0.227,0.455,0.0,0.409,0.429,86.0,100.0,103.0,42.0,-28.0,-68.0,45.0,104.0,90.0,67.0,83.0,82.0,0.206,0.516,0.048,0.23,-1.19,2.77,-12.83,2.7,93.1,90.4,84.1,75.3,0.125,0.313,0.152,0.286,0.429,0.214,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,
3,2024-09-01,746669,Single,single,False,663697,668964,Jonathan India,Tobias Myers,0,46e41a68-7e58-4233-98a2-ec4be1ee2f50,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.93,4.22,120.0,101.0,91.0,97.0,0.807,8.4,2.48,7.95,1.28,0.93,0.249,0.425,0.126,0.323,0.43,106.0,84.0,89.0,71.0,100.0,104.0,86.0,104.0,100.0,95.0,100.0,90.0,0.399,0.232,0.042,0.114,0.59,-1.03,-4.61,1.14,92.9,89.3,81.1,77.7,0.34,0.526,0.135,0.222,0.433,0.181,0.077,0.077,0.447,71.0,92.0,74.0,91.0,107.0,104.0,0.005,0.208,11.3,2.08,91.5,85.5,0.18,0.202,0.265,0.533,0.733,0.167,0.0,0.0,0.0
4,2024-09-01,746669,Strikeout,strikeout,True,682829,668964,Elly De La Cruz,Tobias Myers,1,c1ea1b7d-d94c-4c6b-9acf-8c6f2638fa98,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.93,4.22,120.0,101.0,91.0,97.0,0.807,8.4,2.48,7.95,1.28,0.93,0.249,0.425,0.126,0.323,0.43,106.0,84.0,89.0,71.0,100.0,104.0,86.0,104.0,100.0,95.0,100.0,90.0,0.399,0.232,0.042,0.114,0.59,-1.03,-4.61,1.14,92.9,89.3,81.1,77.7,0.34,0.526,0.135,0.222,0.433,0.181,0.077,0.077,0.447,71.0,92.0,74.0,91.0,107.0,104.0,0.005,0.208,11.3,2.08,91.5,85.5,0.18,0.202,0.265,0.533,0.733,0.167,0.0,0.0,0.0
5,2024-09-01,746669,Single,single,False,663886,668964,Tyler Stephenson,Tobias Myers,0,04e8612e-ea20-43c6-b8b6-4d5caddb4e95,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.93,4.22,120.0,101.0,91.0,97.0,0.807,8.4,2.48,7.95,1.28,0.93,0.249,0.425,0.126,0.323,0.43,106.0,84.0,89.0,71.0,100.0,104.0,86.0,104.0,100.0,95.0,100.0,90.0,0.399,0.232,0.042,0.114,0.59,-1.03,-4.61,1.14,92.9,89.3,81.1,77.7,0.34,0.526,0.135,0.222,0.433,0.181,0.077,0.077,0.447,71.0,92.0,74.0,91.0,107.0,104.0,0.005,0.208,11.3,2.08,91.5,85.5,0.18,0.202,0.265,0.533,0.733,0.167,0.0,0.0,0.0
6,2024-09-01,746669,Single,single,False,670770,668964,TJ Friedl,Tobias Myers,1,23ebd3a3-f8b6-439d-906b-636fa1bb3b3d,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.93,4.22,120.0,101.0,91.0,97.0,0.807,8.4,2.48,7.95,1.28,0.93,0.249,0.425,0.126,0.323,0.43,106.0,84.0,89.0,71.0,100.0,104.0,86.0,104.0,100.0,95.0,100.0,90.0,0.399,0.232,0.042,0.114,0.59,-1.03,-4.61,1.14,92.9,89.3,81.1,77.7,0.34,0.526,0.135,0.222,0.433,0.181,0.077,0.077,0.447,71.0,92.0,74.0,91.0,107.0,104.0,0.005,0.208,11.3,2.08,91.5,85.5,0.18,0.202,0.265,0.533,0.733,0.167,0.0,0.0,0.0
7,2024-09-01,746669,Forceout,force_out,True,664034,668964,Ty France,Tobias Myers,1,5085c314-9194-497c-af4e-29107f2b712a,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.93,4.22,120.0,101.0,91.0,97.0,0.807,8.4,2.48,7.95,1.28,0.93,0.249,0.425,0.126,0.323,0.43,106.0,84.0,89.0,71.0,100.0,104.0,86.0,104.0,100.0,95.0,100.0,90.0,0.399,0.232,0.042,0.114,0.59,-1.03,-4.61,1.14,92.9,89.3,81.1,77.7,0.34,0.526,0.135,0.222,0.433,0.181,0.077,0.077,0.447,71.0,92.0,74.0,91.0,107.0,104.0,0.005,0.208,11.3,2.08,91.5,85.5,0.18,0.202,0.265,0.533,0.733,0.167,0.0,0.0,0.0
8,2024-09-01,746669,Strikeout,strikeout,True,642715,682227,Willy Adames,Brandon Williamson,0,1ec7ba46-c447-49c5-b4f7-890dd350a1f6,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.25,3.54,8.0,84.0,65.0,78.0,0.833,6.75,1.13,4.5,1.13,1.11,0.227,0.455,0.0,0.409,0.429,86.0,100.0,103.0,42.0,-28.0,-68.0,45.0,104.0,90.0,67.0,83.0,82.0,0.206,0.516,0.048,0.23,-1.19,2.77,-12.83,2.7,93.1,90.4,84.1,75.3,0.125,0.313,0.152,0.286,0.429,0.214,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,
9,2024-09-01,746669,Strikeout,strikeout,True,676551,682227,Brewer Hicklen,Brandon Williamson,0,17f33701-a19f-4f8c-81f3-80bc8a919942,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.25,3.54,8.0,84.0,65.0,78.0,0.833,6.75,1.13,4.5,1.13,1.11,0.227,0.455,0.0,0.409,0.429,86.0,100.0,103.0,42.0,-28.0,-68.0,45.0,104.0,90.0,67.0,83.0,82.0,0.206,0.516,0.048,0.23,-1.19,2.77,-12.83,2.7,93.1,90.4,84.1,75.3,0.125,0.313,0.152,0.286,0.429,0.214,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,
