,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff
0,2024-08-13,746757,Pop Out,field_out,True,657077,686563,Alex Verdugo,Jonathan Cannon,0,80735ead-d733-4965-8f0f-882f9590cd1a,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
1,2024-08-13,746757,Groundout,field_out,True,665742,686563,Juan Soto,Jonathan Cannon,0,c367ecb2-0eeb-46f3-9d29-ff8884b0d638,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
2,2024-08-13,746757,Walk,walk,False,592450,686563,Aaron Judge,Jonathan Cannon,0,03170b02-c3ee-42bd-a341-235e18def35d,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
3,2024-08-13,746757,Strikeout,strikeout,True,669224,686563,Austin Wells,Jonathan Cannon,0,ad6f949a-304d-4f09-81db-938072c2b9d7,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
4,2024-08-13,746757,Lineout,field_out,True,672820,641482,Lenyn Sosa,Nestor Cortes,0,040bc285-8303-4efe-a976-935affb589d4,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,96.0,103.0,100.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.444,0.286,0.17,0.085,0.15,1.19,1.62,-0.92,-1.24,92.0,87.4,83.4,90.2,78.2,0.143,0.143,0.316,0.239,0.418,0.333,0.28,0.488,0.235,0.246,0.382,0.257,0.243,0.46,0.206,0.3,0.4,0.182,,,,,,,,,,,,,,,,,,
5,2024-08-13,746757,Strikeout,strikeout,True,673357,641482,Luis Robert Jr.,Nestor Cortes,0,b6684536-4998-4218-bf44-54c89dd25963,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,96.0,103.0,100.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.444,0.286,0.17,0.085,0.15,1.19,1.62,-0.92,-1.24,92.0,87.4,83.4,90.2,78.2,0.143,0.143,0.316,0.239,0.418,0.333,0.28,0.488,0.235,0.246,0.382,0.257,0.243,0.46,0.206,0.3,0.4,0.182,,,,,,,,,,,,,,,,,,
6,2024-08-13,746757,Strikeout,strikeout,True,643217,641482,Andrew Benintendi,Nestor Cortes,0,db7bcb58-f48f-4146-bbda-b5e886478af8,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,96.0,103.0,100.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.444,0.286,0.17,0.085,0.15,1.19,1.62,-0.92,-1.24,92.0,87.4,83.4,90.2,78.2,0.143,0.143,0.316,0.239,0.418,0.333,0.28,0.488,0.235,0.246,0.382,0.257,0.243,0.46,0.206,0.3,0.4,0.182,,,,,,,,,,,,,,,,,,
7,2024-08-13,746757,Flyout,field_out,True,519317,686563,Giancarlo Stanton,Jonathan Cannon,0,b0a67b1f-6a09-41c3-811d-76186533a793,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
8,2024-08-13,746757,Pop Out,field_out,True,700250,686563,Ben Rice,Jonathan Cannon,0,89bf226e-0349-48b2-a7d3-434cfee2d81d,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
9,2024-08-13,746757,Single,single,False,650402,686563,Gleyber Torres,Jonathan Cannon,0,15c9a73f-02aa-4f88-b84c-b02af647dcbb,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
