,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,ST_slg,ST_whiff
0,2024-09-03,747079,Strikeout,strikeout,True,678662,519242,Ezequiel Tovar,Chris Sale,0,e40bf336-de99-4416-b3f3-6380b8fcd99d,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,
1,2024-09-03,747079,Single,single,False,663898,519242,Brendan Rodgers,Chris Sale,0,cc055664-d317-4d36-b201-b58231021bdc,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,
2,2024-09-03,747079,Pop Out,field_out,True,686668,519242,Brenton Doyle,Chris Sale,0,f9ffa3bb-d89a-4952-9cbd-9cfc941b0e85,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,
3,2024-09-03,747079,Flyout,field_out,True,669911,519242,Michael Toglia,Chris Sale,0,93aa0975-93b3-4b18-9629-bc3ae30b3115,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,
4,2024-09-03,747079,Groundout,field_out,True,671739,607536,Michael Harris II,Kyle Freeland,0,d81440ea-a7b5-40d3-bb38-f6004040ce7e,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.97,4.49,96.0,103.0,82.0,98.0,0.836,7.13,2.25,10.31,1.31,1.09,0.215,0.436,0.157,0.33,0.432,60.0,99.0,87.0,70.0,102.0,93.0,85.0,106.0,99.0,64.0,104.0,100.0,0.261,0.21,0.222,0.12,-0.19,-1.74,-1.23,-0.89,91.7,86.2,91.5,87.0,0.324,0.608,0.17,0.272,0.395,0.071,0.333,0.5,0.155,0.33,0.58,0.064,127.0,102.0,107.0,0.187,0.69,83.7,0.183,0.22,0.464,,,,,,,,,
5,2024-09-03,747079,Strikeout,strikeout,True,624585,607536,Jorge Soler,Kyle Freeland,0,c9f33ad9-4ec5-4ae4-b3f0-1449c0aa1982,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.97,4.49,96.0,103.0,82.0,98.0,0.836,7.13,2.25,10.31,1.31,1.09,0.215,0.436,0.157,0.33,0.432,60.0,99.0,87.0,70.0,102.0,93.0,85.0,106.0,99.0,64.0,104.0,100.0,0.261,0.21,0.222,0.12,-0.19,-1.74,-1.23,-0.89,91.7,86.2,91.5,87.0,0.324,0.608,0.17,0.272,0.395,0.071,0.333,0.5,0.155,0.33,0.58,0.064,127.0,102.0,107.0,0.187,0.69,83.7,0.183,0.22,0.464,,,,,,,,,
6,2024-09-03,747079,Flyout,field_out,True,542303,607536,Marcell Ozuna,Kyle Freeland,0,e7e11156-0336-4b35-99b3-ef489095b269,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,4.97,4.49,96.0,103.0,82.0,98.0,0.836,7.13,2.25,10.31,1.31,1.09,0.215,0.436,0.157,0.33,0.432,60.0,99.0,87.0,70.0,102.0,93.0,85.0,106.0,99.0,64.0,104.0,100.0,0.261,0.21,0.222,0.12,-0.19,-1.74,-1.23,-0.89,91.7,86.2,91.5,87.0,0.324,0.608,0.17,0.272,0.395,0.071,0.333,0.5,0.155,0.33,0.58,0.064,127.0,102.0,107.0,0.187,0.69,83.7,0.183,0.22,0.464,,,,,,,,,
7,2024-09-03,747079,Groundout,field_out,True,607732,519242,Jacob Stallings,Chris Sale,0,5649ddff-d4bf-43b9-94f1-2baf51336434,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,
8,2024-09-03,747079,Strikeout,strikeout,True,687597,519242,Jordan Beck,Chris Sale,0,0318cc1f-0da0-4129-8cfe-b3fab49df5bd,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,
9,2024-09-03,747079,Pop Out,field_out,True,696100,519242,Hunter Goodman,Chris Sale,0,e597a451-f050-473e-a566-9d2958d23c2b,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.74,166.2,103.0,97.0,102.0,0.713,11.5,1.89,7.07,0.43,1.33,0.244,0.433,0.169,0.246,0.439,63.0,106.0,98.0,96.0,106.0,102.0,113.0,100.0,97.0,107.0,99.0,104.0,0.07,0.38,0.405,0.145,0.06,-1.56,2.1,2.96,94.9,87.1,94.2,78.7,0.172,0.234,0.424,0.267,0.426,0.244,0.162,0.2,0.223,0.341,0.523,0.133,,,,,,,,,,,,,,,,,,
