,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-02,745619,Walk,walk,False,641487,674370,J.P. Crawford,Osvaldo Bido,0,24c83e23-12e1-4f43-b5af-cc702dd9ba58,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.76,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.252,0.425,78.0,103.0,101.0,103.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,93.0,99.0,96.0,0.099,0.394,0.143,0.211,0.152,0.19,2.26,-0.7,1.84,1.83,94.8,86.9,88.9,94.9,85.8,0.203,0.297,0.287,0.197,0.311,0.27,0.152,0.212,0.197,0.121,0.152,0.343,0.304,0.478,0.146,,,,,,,,,,,,,,,,,,,,,
1,2024-09-02,745619,Strikeout,strikeout,True,677594,674370,Julio Rodríguez,Osvaldo Bido,0,d4f87586-05c8-4fe2-b156-9054a28bd33b,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.76,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.252,0.425,78.0,103.0,101.0,103.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,93.0,99.0,96.0,0.099,0.394,0.143,0.211,0.152,0.19,2.26,-0.7,1.84,1.83,94.8,86.9,88.9,94.9,85.8,0.203,0.297,0.287,0.197,0.311,0.27,0.152,0.212,0.197,0.121,0.152,0.343,0.304,0.478,0.146,,,,,,,,,,,,,,,,,,,,,
2,2024-09-02,745619,Home Run,home_run,False,663728,674370,Cal Raleigh,Osvaldo Bido,1,0ed8c558-a403-41f0-99a4-fa8a1abf15a5,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.76,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.252,0.425,78.0,103.0,101.0,103.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,93.0,99.0,96.0,0.099,0.394,0.143,0.211,0.152,0.19,2.26,-0.7,1.84,1.83,94.8,86.9,88.9,94.9,85.8,0.203,0.297,0.287,0.197,0.311,0.27,0.152,0.212,0.197,0.121,0.152,0.343,0.304,0.478,0.146,,,,,,,,,,,,,,,,,,,,,
3,2024-09-02,745619,Strikeout,strikeout,True,668227,674370,Randy Arozarena,Osvaldo Bido,0,be43d121-ad03-47e2-914e-4c1be932da4e,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.76,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.252,0.425,78.0,103.0,101.0,103.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,93.0,99.0,96.0,0.099,0.394,0.143,0.211,0.152,0.19,2.26,-0.7,1.84,1.83,94.8,86.9,88.9,94.9,85.8,0.203,0.297,0.287,0.197,0.311,0.27,0.152,0.212,0.197,0.121,0.152,0.343,0.304,0.478,0.146,,,,,,,,,,,,,,,,,,,,,
4,2024-09-02,745619,Groundout,field_out,True,457759,674370,Justin Turner,Osvaldo Bido,0,21e1036c-6c43-4765-bb02-2d1fd35ac16d,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.76,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.252,0.425,78.0,103.0,101.0,103.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,93.0,99.0,96.0,0.099,0.394,0.143,0.211,0.152,0.19,2.26,-0.7,1.84,1.83,94.8,86.9,88.9,94.9,85.8,0.203,0.297,0.287,0.197,0.311,0.27,0.152,0.212,0.197,0.121,0.152,0.343,0.304,0.478,0.146,,,,,,,,,,,,,,,,,,,,,
5,2024-09-02,745619,Flyout,field_out,True,671732,669302,Lawrence Butler,Logan Gilbert,0,4029bc4c-cb2c-4d5c-9f1c-956796233537,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,,1.66,1.2,0.5,1.5,,96.5,92.3,,94.8,88.3,0.199,0.369,0.196,0.217,0.385,0.355,0.226,0.393,0.272,,,,0.25,0.25,0.0,123.0,100.0,107.0,105.0,96.0,103.0,0.13,0.11,1.06,0.92,84.3,83.2,0.099,0.173,0.483,0.178,0.274,0.354,,,
6,2024-09-02,745619,Strikeout,strikeout,True,667670,669302,Brent Rooker,Logan Gilbert,0,a330db19-c62c-40a7-81c3-1256509e8f7a,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,,1.66,1.2,0.5,1.5,,96.5,92.3,,94.8,88.3,0.199,0.369,0.196,0.217,0.385,0.355,0.226,0.393,0.272,,,,0.25,0.25,0.0,123.0,100.0,107.0,105.0,96.0,103.0,0.13,0.11,1.06,0.92,84.3,83.2,0.099,0.173,0.483,0.178,0.274,0.354,,,
7,2024-09-02,745619,Double,double,False,668709,669302,JJ Bleday,Logan Gilbert,0,084dcfd8-5a2f-40c9-adb3-96deb5c6b208,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,,1.66,1.2,0.5,1.5,,96.5,92.3,,94.8,88.3,0.199,0.369,0.196,0.217,0.385,0.355,0.226,0.393,0.272,,,,0.25,0.25,0.0,123.0,100.0,107.0,105.0,96.0,103.0,0.13,0.11,1.06,0.92,84.3,83.2,0.099,0.173,0.483,0.178,0.274,0.354,,,
8,2024-09-02,745619,Pop Out,field_out,True,669127,669302,Shea Langeliers,Logan Gilbert,0,41655db6-2a9f-4865-9299-23ae13ff7580,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,,1.66,1.2,0.5,1.5,,96.5,92.3,,94.8,88.3,0.199,0.369,0.196,0.217,0.385,0.355,0.226,0.393,0.272,,,,0.25,0.25,0.0,123.0,100.0,107.0,105.0,96.0,103.0,0.13,0.11,1.06,0.92,84.3,83.2,0.099,0.173,0.483,0.178,0.274,0.354,,,
9,2024-09-02,745619,Pop Out,field_out,True,593871,674370,Jorge Polanco,Osvaldo Bido,0,aca76618-81ba-4f2d-97ed-f94a9cdbbf82,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.76,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.252,0.425,78.0,103.0,101.0,103.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,93.0,99.0,96.0,0.099,0.394,0.143,0.211,0.152,0.19,2.26,-0.7,1.84,1.83,94.8,86.9,88.9,94.9,85.8,0.203,0.297,0.287,0.197,0.311,0.27,0.152,0.212,0.197,0.121,0.152,0.343,0.304,0.478,0.146,,,,,,,,,,,,,,,,,,,,,
