,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff
0,2024-09-05,745289,Single,single,False,672695,605483,Geraldo Perdomo,Blake Snell,0,c8f9002d-a790-4958-a79b-9be5c8df0f89,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.62,2.79,87.0,97.0,121.0,103.0,0.65,12.0,4.03,6.0,0.62,1.05,0.266,0.427,0.171,0.246,0.35,109.0,106.0,114.0,150.0,99.0,109.0,112.0,95.0,98.0,107.0,88.0,92.0,0.458,0.097,0.274,0.17,0.9,-0.02,2.36,0.06,95.8,85.4,88.6,81.1,0.208,0.325,0.241,0.106,0.168,0.495,0.291,0.4,0.434,0.185,0.296,0.413,,,,,,,,,,,,,,,,,,
1,2024-09-05,745289,Walk,walk,False,682998,605483,Corbin Carroll,Blake Snell,1,cb86f073-a886-45ee-be49-686a34ca289b,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.62,2.79,87.0,97.0,121.0,103.0,0.65,12.0,4.03,6.0,0.62,1.05,0.266,0.427,0.171,0.246,0.35,109.0,106.0,114.0,150.0,99.0,109.0,112.0,95.0,98.0,107.0,88.0,92.0,0.458,0.097,0.274,0.17,0.9,-0.02,2.36,0.06,95.8,85.4,88.6,81.1,0.208,0.325,0.241,0.106,0.168,0.495,0.291,0.4,0.434,0.185,0.296,0.413,,,,,,,,,,,,,,,,,,
2,2024-09-05,745289,Single,single,False,605137,605483,Josh Bell,Blake Snell,1,accfc530-61a1-40c7-9ba8-59d27dbf9ac6,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.62,2.79,87.0,97.0,121.0,103.0,0.65,12.0,4.03,6.0,0.62,1.05,0.266,0.427,0.171,0.246,0.35,109.0,106.0,114.0,150.0,99.0,109.0,112.0,95.0,98.0,107.0,88.0,92.0,0.458,0.097,0.274,0.17,0.9,-0.02,2.36,0.06,95.8,85.4,88.6,81.1,0.208,0.325,0.241,0.106,0.168,0.495,0.291,0.4,0.434,0.185,0.296,0.413,,,,,,,,,,,,,,,,,,
3,2024-09-05,745289,Groundout,field_out,True,572233,605483,Christian Walker,Blake Snell,0,354fbb4a-c8e5-434e-8f9f-cf8dccd6b960,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.62,2.79,87.0,97.0,121.0,103.0,0.65,12.0,4.03,6.0,0.62,1.05,0.266,0.427,0.171,0.246,0.35,109.0,106.0,114.0,150.0,99.0,109.0,112.0,95.0,98.0,107.0,88.0,92.0,0.458,0.097,0.274,0.17,0.9,-0.02,2.36,0.06,95.8,85.4,88.6,81.1,0.208,0.325,0.241,0.106,0.168,0.495,0.291,0.4,0.434,0.185,0.296,0.413,,,,,,,,,,,,,,,,,,
4,2024-09-05,745289,Strikeout,strikeout,True,545341,605483,Randal Grichuk,Blake Snell,0,61f58a9f-3abd-4d58-a5ec-784325107120,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.62,2.79,87.0,97.0,121.0,103.0,0.65,12.0,4.03,6.0,0.62,1.05,0.266,0.427,0.171,0.246,0.35,109.0,106.0,114.0,150.0,99.0,109.0,112.0,95.0,98.0,107.0,88.0,92.0,0.458,0.097,0.274,0.17,0.9,-0.02,2.36,0.06,95.8,85.4,88.6,81.1,0.208,0.325,0.241,0.106,0.168,0.495,0.291,0.4,0.434,0.185,0.296,0.413,,,,,,,,,,,,,,,,,,
5,2024-09-05,745289,Walk,walk,False,553993,605483,Eugenio Suárez,Blake Snell,0,e1724a89-8348-4671-a0cb-185c3e3ec21a,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.62,2.79,87.0,97.0,121.0,103.0,0.65,12.0,4.03,6.0,0.62,1.05,0.266,0.427,0.171,0.246,0.35,109.0,106.0,114.0,150.0,99.0,109.0,112.0,95.0,98.0,107.0,88.0,92.0,0.458,0.097,0.274,0.17,0.9,-0.02,2.36,0.06,95.8,85.4,88.6,81.1,0.208,0.325,0.241,0.106,0.168,0.495,0.291,0.4,0.434,0.185,0.296,0.413,,,,,,,,,,,,,,,,,,
6,2024-09-05,745289,Strikeout,strikeout,False,664983,605483,Jake McCarthy,Blake Snell,1,0eeca338-b07a-421d-a378-5cf94b01e9b5,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.62,2.79,87.0,97.0,121.0,103.0,0.65,12.0,4.03,6.0,0.62,1.05,0.266,0.427,0.171,0.246,0.35,109.0,106.0,114.0,150.0,99.0,109.0,112.0,95.0,98.0,107.0,88.0,92.0,0.458,0.097,0.274,0.17,0.9,-0.02,2.36,0.06,95.8,85.4,88.6,81.1,0.208,0.325,0.241,0.106,0.168,0.495,0.291,0.4,0.434,0.185,0.296,0.413,,,,,,,,,,,,,,,,,,
7,2024-09-05,745289,Groundout,field_out,True,621028,605483,Kevin Newman,Blake Snell,0,101e5b3b-47cc-476a-b1fa-05812712cbf1,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.62,2.79,87.0,97.0,121.0,103.0,0.65,12.0,4.03,6.0,0.62,1.05,0.266,0.427,0.171,0.246,0.35,109.0,106.0,114.0,150.0,99.0,109.0,112.0,95.0,98.0,107.0,88.0,92.0,0.458,0.097,0.274,0.17,0.9,-0.02,2.36,0.06,95.8,85.4,88.6,81.1,0.208,0.325,0.241,0.106,0.168,0.495,0.291,0.4,0.434,0.185,0.296,0.413,,,,,,,,,,,,,,,,,,
8,2024-09-05,745289,Single,single,False,573262,518876,Mike Yastrzemski,Merrill Kelly,0,968509d8-39aa-4e8b-9206-36a4ba714708,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.08,5.7,53.0,104.0,100.0,100.0,0.804,6.96,2.38,8.66,1.53,1.08,0.225,0.469,0.131,0.325,0.38,124.0,108.0,105.0,126.0,104.0,103.0,74.0,105.0,97.0,118.0,109.0,110.0,0.209,0.123,0.078,0.215,0.27,-1.7,-2.24,4.46,91.8,88.4,85.5,82.1,0.184,0.421,0.203,0.2,0.6,0.2,0.118,0.118,0.315,0.333,0.556,0.396,84.0,98.0,90.0,95.0,101.0,98.0,0.126,0.25,0.11,-6.75,90.2,92.0,0.3,0.5,0.083,0.483,0.897,0.098
9,2024-09-05,745289,Lineout,field_out,True,671218,518876,Heliot Ramos,Merrill Kelly,0,5905f959-8cf0-47dc-b3a7-4e7b6305e090,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.08,5.7,53.0,104.0,100.0,100.0,0.804,6.96,2.38,8.66,1.53,1.08,0.225,0.469,0.131,0.325,0.38,124.0,108.0,105.0,126.0,104.0,103.0,74.0,105.0,97.0,118.0,109.0,110.0,0.209,0.123,0.078,0.215,0.27,-1.7,-2.24,4.46,91.8,88.4,85.5,82.1,0.184,0.421,0.203,0.2,0.6,0.2,0.118,0.118,0.315,0.333,0.556,0.396,84.0,98.0,90.0,95.0,101.0,98.0,0.126,0.25,0.11,-6.75,90.2,92.0,0.3,0.5,0.083,0.483,0.897,0.098
