,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-25,747078,Strikeout,strikeout,True,682928,625643,CJ Abrams,Reynaldo López,0,c96c417e-cebe-4123-b2d1-609370b73e9a,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,111.0,100.0,105.0,0.557,0.285,0.119,0.039,1.01,1.31,2.37,-4.57,95.5,86.3,84.8,77.3,0.27,0.383,0.171,0.184,0.243,0.418,0.133,0.178,0.368,0.294,0.824,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-25,747078,Walk,walk,False,695578,625643,James Wood,Reynaldo López,0,f4f23aa4-1f22-4ca2-8fb8-6867b5cff8f9,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,111.0,100.0,105.0,0.557,0.285,0.119,0.039,1.01,1.31,2.37,-4.57,95.5,86.3,84.8,77.3,0.27,0.383,0.171,0.184,0.243,0.418,0.133,0.178,0.368,0.294,0.824,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-25,747078,Single,single,False,671277,625643,Luis García Jr.,Reynaldo López,1,a0ae6500-9c9f-4a48-87e1-006f71d0d351,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,111.0,100.0,105.0,0.557,0.285,0.119,0.039,1.01,1.31,2.37,-4.57,95.5,86.3,84.8,77.3,0.27,0.383,0.171,0.184,0.243,0.418,0.133,0.178,0.368,0.294,0.824,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-25,747078,Grounded Into DP,grounded_into_double_play,True,665953,625643,Andrés Chaparro,Reynaldo López,1,1e3d1f1a-cfb9-44d4-829e-35a83992a3fd,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,111.0,100.0,105.0,0.557,0.285,0.119,0.039,1.01,1.31,2.37,-4.57,95.5,86.3,84.8,77.3,0.27,0.383,0.171,0.184,0.243,0.418,0.133,0.178,0.368,0.294,0.824,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-25,747078,Hit By Pitch,hit_by_pitch,False,671739,687792,Michael Harris II,DJ Herz,0,ef4cef54-8900-4b35-afea-76901db08b48,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,,,,91.0,99.0,97.0,106.0,93.0,98.0,0.543,0.177,,0.244,0.36,-2.29,,0.85,93.5,83.5,86.2,,0.254,0.377,0.322,0.26,0.54,0.268,0.25,0.25,0.615,0.181,0.347,0.261,98.0,66.0,79.0,0.035,0.97,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-25,747078,Flyout,field_out,True,624585,687792,Jorge Soler,DJ Herz,0,9a0df5b1-6785-4320-9d3f-d243b20f533a,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,,,,91.0,99.0,97.0,106.0,93.0,98.0,0.543,0.177,,0.244,0.36,-2.29,,0.85,93.5,83.5,86.2,,0.254,0.377,0.322,0.26,0.54,0.268,0.25,0.25,0.615,0.181,0.347,0.261,98.0,66.0,79.0,0.035,0.97,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-25,747078,Walk,walk,False,542303,687792,Marcell Ozuna,DJ Herz,1,4d7ec985-6f50-409e-b375-a628ccb543cc,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,,,,91.0,99.0,97.0,106.0,93.0,98.0,0.543,0.177,,0.244,0.36,-2.29,,0.85,93.5,83.5,86.2,,0.254,0.377,0.322,0.26,0.54,0.268,0.25,0.25,0.615,0.181,0.347,0.261,98.0,66.0,79.0,0.035,0.97,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-25,747078,Lineout,field_out,True,621566,687792,Matt Olson,DJ Herz,0,7f9c1e86-eb85-4c09-a5a5-d7aa9c2a847d,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,,,,91.0,99.0,97.0,106.0,93.0,98.0,0.543,0.177,,0.244,0.36,-2.29,,0.85,93.5,83.5,86.2,,0.254,0.377,0.322,0.26,0.54,0.268,0.25,0.25,0.615,0.181,0.347,0.261,98.0,66.0,79.0,0.035,0.97,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-25,747078,Walk,walk,False,657656,687792,Ramón Laureano,DJ Herz,1,6400e4c4-dcd3-4550-b0db-ae0f060216c5,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,,,,91.0,99.0,97.0,106.0,93.0,98.0,0.543,0.177,,0.244,0.36,-2.29,,0.85,93.5,83.5,86.2,,0.254,0.377,0.322,0.26,0.54,0.268,0.25,0.25,0.615,0.181,0.347,0.261,98.0,66.0,79.0,0.035,0.97,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-25,747078,Groundout,field_out,True,593160,687792,Whit Merrifield,DJ Herz,0,66f21320-19a6-4984-973a-412a93770cca,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,,,,91.0,99.0,97.0,106.0,93.0,98.0,0.543,0.177,,0.244,0.36,-2.29,,0.85,93.5,83.5,86.2,,0.254,0.377,0.322,0.26,0.54,0.268,0.25,0.25,0.615,0.181,0.347,0.261,98.0,66.0,79.0,0.035,0.97,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
