,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,FC_ba,FC_slg,FC_whiff
0,2024-08-06,746120,Strikeout,strikeout,True,656941,477132,Kyle Schwarber,Clayton Kershaw,0,904cb2ec-fc8d-4bbc-9ace-4ac24edf2642,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,107.0,103.0,104.0,61.0,72.0,74.0,0.006,0.344,0.023,0.442,0.161,0.023,-2.18,-4.62,-2.47,0.26,2.44,3.89,89.9,82.9,84.2,90.2,86.0,72.2,0.268,0.393,0.248,0.412,0.5,0.082,0.143,0.19,0.342,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-06,746120,Groundout,field_out,True,607208,477132,Trea Turner,Clayton Kershaw,0,e8c8c690-6915-40c0-865b-45ee37338d5f,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,107.0,103.0,104.0,61.0,72.0,74.0,0.006,0.344,0.023,0.442,0.161,0.023,-2.18,-4.62,-2.47,0.26,2.44,3.89,89.9,82.9,84.2,90.2,86.0,72.2,0.268,0.393,0.248,0.412,0.5,0.082,0.143,0.19,0.342,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-06,746120,Pop Out,field_out,True,547180,477132,Bryce Harper,Clayton Kershaw,0,94db7a3d-28f3-4634-adbc-60422f61d99f,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,107.0,103.0,104.0,61.0,72.0,74.0,0.006,0.344,0.023,0.442,0.161,0.023,-2.18,-4.62,-2.47,0.26,2.44,3.89,89.9,82.9,84.2,90.2,86.0,72.2,0.268,0.393,0.248,0.412,0.5,0.082,0.143,0.19,0.342,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-06,746120,Groundout,field_out,True,660271,650911,Shohei Ohtani,Cristopher Sánchez,0,34a8869d-8b7c-4a39-8e9c-21ca9247a271,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,,,,99.0,100.0,103.0,,,,0.471,,,0.169,,0.359,,,-0.63,0.34,,1.68,,,85.1,94.3,84.3,,0.228,0.38,0.303,,,,,,,,,,93.0,100.0,98.0,86.0,52.0,74.0,0.001,2.6,86.5,0.362,0.49,0.122,0.18,0.216,0.343,,,,,,,,,,,,,,,
4,2024-08-06,746120,Pop Out,field_out,True,606192,650911,Teoscar Hernández,Cristopher Sánchez,0,c95171be-be8d-47d4-a869-33751186764d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,,,,99.0,100.0,103.0,,,,0.471,,,0.169,,0.359,,,-0.63,0.34,,1.68,,,85.1,94.3,84.3,,0.228,0.38,0.303,,,,,,,,,,93.0,100.0,98.0,86.0,52.0,74.0,0.001,2.6,86.5,0.362,0.49,0.122,0.18,0.216,0.343,,,,,,,,,,,,,,,
5,2024-08-06,746120,Double,double,False,518692,650911,Freddie Freeman,Cristopher Sánchez,0,742144ea-fc59-44e3-9397-33fe8d4a0d24,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,,,,99.0,100.0,103.0,,,,0.471,,,0.169,,0.359,,,-0.63,0.34,,1.68,,,85.1,94.3,84.3,,0.228,0.38,0.303,,,,,,,,,,93.0,100.0,98.0,86.0,52.0,74.0,0.001,2.6,86.5,0.362,0.49,0.122,0.18,0.216,0.343,,,,,,,,,,,,,,,
6,2024-08-06,746120,Groundout,field_out,True,669257,650911,Will Smith,Cristopher Sánchez,0,dda8f23f-e1e4-41fe-966b-0132b1bb5b6f,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,,,,99.0,100.0,103.0,,,,0.471,,,0.169,,0.359,,,-0.63,0.34,,1.68,,,85.1,94.3,84.3,,0.228,0.38,0.303,,,,,,,,,,93.0,100.0,98.0,86.0,52.0,74.0,0.001,2.6,86.5,0.362,0.49,0.122,0.18,0.216,0.343,,,,,,,,,,,,,,,
7,2024-08-06,746120,Groundout,field_out,True,664761,477132,Alec Bohm,Clayton Kershaw,0,559d5c93-5e05-47e0-8415-a091aaa12dfd,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,107.0,103.0,104.0,61.0,72.0,74.0,0.006,0.344,0.023,0.442,0.161,0.023,-2.18,-4.62,-2.47,0.26,2.44,3.89,89.9,82.9,84.2,90.2,86.0,72.2,0.268,0.393,0.248,0.412,0.5,0.082,0.143,0.19,0.342,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-06,746120,Lineout,field_out,True,592663,477132,J.T. Realmuto,Clayton Kershaw,0,1561d5fd-fad5-4587-b6e1-a66eb6f322ef,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,107.0,103.0,104.0,61.0,72.0,74.0,0.006,0.344,0.023,0.442,0.161,0.023,-2.18,-4.62,-2.47,0.26,2.44,3.89,89.9,82.9,84.2,90.2,86.0,72.2,0.268,0.393,0.248,0.412,0.5,0.082,0.143,0.19,0.342,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-06,746120,Flyout,field_out,True,592206,477132,Nick Castellanos,Clayton Kershaw,0,8db18cc0-6333-43f7-b94a-dc4dd2529917,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,3.72,3.81,29.0,101.0,101.0,100.0,0.788,7.45,2.48,10.24,0.31,1.16,0.13,0.467,0.141,0.283,0.466,58.0,86.0,76.0,115.0,99.0,106.0,91.0,100.0,95.0,107.0,103.0,104.0,61.0,72.0,74.0,0.006,0.344,0.023,0.442,0.161,0.023,-2.18,-4.62,-2.47,0.26,2.44,3.89,89.9,82.9,84.2,90.2,86.0,72.2,0.268,0.393,0.248,0.412,0.5,0.082,0.143,0.19,0.342,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
