,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-16,746674,Lineout,field_out,True,686681,607259,Michael Massey,Nick Martinez,0,e7dc6b43-c958-47b9-807b-6972e2b385d8,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,,,,,,,
1,2024-08-16,746674,Lineout,field_out,True,677951,607259,Bobby Witt Jr.,Nick Martinez,0,9e9116b7-cb57-421d-a385-66e23bd4f48b,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,,,,,,,
2,2024-08-16,746674,Strikeout,strikeout,True,686469,607259,Vinnie Pasquantino,Nick Martinez,0,4bf258a2-5cb1-427e-979d-65fef08a9d7c,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,,,,,,,
3,2024-08-16,746674,Double,double,False,663697,547179,Jonathan India,Michael Lorenzen,0,ab9cee2b-d6e8-44b4-89cb-fbbba3266a41,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.43,4.62,126.0,97.0,94.0,95.0,0.798,6.57,4.14,7.14,1.21,1.02,0.248,0.38,0.187,0.314,0.412,94.0,101.0,98.0,102.0,92.0,96.0,85.0,95.0,89.0,81.0,102.0,94.0,125.0,97.0,107.0,94.0,93.0,91.0,0.211,0.271,0.101,0.148,0.077,0.193,0.86,0.14,-0.37,-1.31,-0.51,1.96,93.8,90.1,84.6,93.6,83.9,81.6,0.162,0.324,0.179,0.122,0.173,0.369,0.235,0.51,0.236,0.303,0.459,0.064,0.263,0.421,0.327,0.368,0.632,0.24,0.15,0.35,0.26,,,,,,,,,,,,,,,
4,2024-08-16,746674,Groundout,field_out,True,682829,547179,Elly De La Cruz,Michael Lorenzen,1,a1279a23-6258-4b93-82e4-fdbaaf130868,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.43,4.62,126.0,97.0,94.0,95.0,0.798,6.57,4.14,7.14,1.21,1.02,0.248,0.38,0.187,0.314,0.412,94.0,101.0,98.0,102.0,92.0,96.0,85.0,95.0,89.0,81.0,102.0,94.0,125.0,97.0,107.0,94.0,93.0,91.0,0.211,0.271,0.101,0.148,0.077,0.193,0.86,0.14,-0.37,-1.31,-0.51,1.96,93.8,90.1,84.6,93.6,83.9,81.6,0.162,0.324,0.179,0.122,0.173,0.369,0.235,0.51,0.236,0.303,0.459,0.064,0.263,0.421,0.327,0.368,0.632,0.24,0.15,0.35,0.26,,,,,,,,,,,,,,,
5,2024-08-16,746674,Strikeout,strikeout,True,663886,547179,Tyler Stephenson,Michael Lorenzen,0,266b1958-7756-4a32-abf2-5c599fad537f,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.43,4.62,126.0,97.0,94.0,95.0,0.798,6.57,4.14,7.14,1.21,1.02,0.248,0.38,0.187,0.314,0.412,94.0,101.0,98.0,102.0,92.0,96.0,85.0,95.0,89.0,81.0,102.0,94.0,125.0,97.0,107.0,94.0,93.0,91.0,0.211,0.271,0.101,0.148,0.077,0.193,0.86,0.14,-0.37,-1.31,-0.51,1.96,93.8,90.1,84.6,93.6,83.9,81.6,0.162,0.324,0.179,0.122,0.173,0.369,0.235,0.51,0.236,0.303,0.459,0.064,0.263,0.421,0.327,0.368,0.632,0.24,0.15,0.35,0.26,,,,,,,,,,,,,,,
6,2024-08-16,746674,Groundout,field_out,True,670770,547179,TJ Friedl,Michael Lorenzen,0,46bf1d23-fdf3-4dd5-b9f3-f76e2135c031,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.43,4.62,126.0,97.0,94.0,95.0,0.798,6.57,4.14,7.14,1.21,1.02,0.248,0.38,0.187,0.314,0.412,94.0,101.0,98.0,102.0,92.0,96.0,85.0,95.0,89.0,81.0,102.0,94.0,125.0,97.0,107.0,94.0,93.0,91.0,0.211,0.271,0.101,0.148,0.077,0.193,0.86,0.14,-0.37,-1.31,-0.51,1.96,93.8,90.1,84.6,93.6,83.9,81.6,0.162,0.324,0.179,0.122,0.173,0.369,0.235,0.51,0.236,0.303,0.459,0.064,0.263,0.421,0.327,0.368,0.632,0.24,0.15,0.35,0.26,,,,,,,,,,,,,,,
7,2024-08-16,746674,Groundout,field_out,True,521692,607259,Salvador Perez,Nick Martinez,0,75996887-fbf8-4e6f-9ed5-fb62c05f5546,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,,,,,,,
8,2024-08-16,746674,Flyout,field_out,True,669004,607259,MJ Melendez,Nick Martinez,0,21d69f3c-95ad-41a6-b7a5-c48edc00020e,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,,,,,,,
9,2024-08-16,746674,Strikeout,strikeout,True,657557,607259,Paul DeJong,Nick Martinez,0,89dabe80-ee70-4a88-80d0-b48b26f0941d,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.62,3.27,104.1,109.0,100.0,108.0,0.786,7.16,1.12,8.88,0.95,0.9,0.257,0.388,0.202,0.232,0.437,112.0,115.0,120.0,113.0,103.0,105.0,93.0,111.0,110.0,85.0,102.0,94.0,102.0,109.0,109.0,97.0,109.0,104.0,0.15,0.241,0.207,0.072,0.122,0.208,1.23,0.48,0.6,-1.19,-1.52,0.51,92.6,88.9,80.2,92.0,85.0,81.1,0.202,0.313,0.202,0.227,0.361,0.401,0.319,0.489,0.129,0.246,0.377,0.078,0.323,0.581,0.294,0.261,0.478,0.391,,,,,,,,,,,,,,,,,,
