,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-16,746157,Single,single,False,682928,669165,CJ Abrams,Kyle Hurt,0,0f5e8d0f-0c9d-4cd3-b73c-8c366425beab,669165.0,kylehurt,Hurt,Right,Kyle Hurt,LAD,1.35,5.83,6.2,97.0,87.0,92.0,0.759,4.05,1.35,10.8,0.0,1.33,0.217,0.435,0.087,0.304,0.494,109.0,94.0,96.0,80.0,80.0,70.0,60.0,103.0,91.0,53.0,105.0,79.0,67.0,75.0,27.0,0.046,0.379,0.011,0.023,0.54,3.12,-3.96,5.82,-28.56,0.0,94.8,85.8,96.5,87.7,80.9,0.333,0.467,0.313,0.143,0.143,0.222,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
1,2024-04-16,746157,Double,double,True,608385,669165,Jesse Winker,Kyle Hurt,1,6e9795d4-dac0-428b-a5a6-520404265290,669165.0,kylehurt,Hurt,Right,Kyle Hurt,LAD,1.35,5.83,6.2,97.0,87.0,92.0,0.759,4.05,1.35,10.8,0.0,1.33,0.217,0.435,0.087,0.304,0.494,109.0,94.0,96.0,80.0,80.0,70.0,60.0,103.0,91.0,53.0,105.0,79.0,67.0,75.0,27.0,0.046,0.379,0.011,0.023,0.54,3.12,-3.96,5.82,-28.56,0.0,94.8,85.8,96.5,87.7,80.9,0.333,0.467,0.313,0.143,0.143,0.222,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
2,2024-04-16,746157,Single,single,False,657041,669165,Lane Thomas,Kyle Hurt,1,e7b95989-c4d2-47a8-a3be-b4b8caa15c38,669165.0,kylehurt,Hurt,Right,Kyle Hurt,LAD,1.35,5.83,6.2,97.0,87.0,92.0,0.759,4.05,1.35,10.8,0.0,1.33,0.217,0.435,0.087,0.304,0.494,109.0,94.0,96.0,80.0,80.0,70.0,60.0,103.0,91.0,53.0,105.0,79.0,67.0,75.0,27.0,0.046,0.379,0.011,0.023,0.54,3.12,-3.96,5.82,-28.56,0.0,94.8,85.8,96.5,87.7,80.9,0.333,0.467,0.313,0.143,0.143,0.222,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
3,2024-04-16,746157,Pop Out,field_out,True,608336,669165,Joey Gallo,Kyle Hurt,0,cfce7db7-2e4e-4f4b-b51d-f310292bc004,669165.0,kylehurt,Hurt,Right,Kyle Hurt,LAD,1.35,5.83,6.2,97.0,87.0,92.0,0.759,4.05,1.35,10.8,0.0,1.33,0.217,0.435,0.087,0.304,0.494,109.0,94.0,96.0,80.0,80.0,70.0,60.0,103.0,91.0,53.0,105.0,79.0,67.0,75.0,27.0,0.046,0.379,0.011,0.023,0.54,3.12,-3.96,5.82,-28.56,0.0,94.8,85.8,96.5,87.7,80.9,0.333,0.467,0.313,0.143,0.143,0.222,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
4,2024-04-16,746157,Lineout,field_out,True,671277,669165,Luis García Jr.,Kyle Hurt,1,c6b7ca20-e27d-433e-9c2b-04fea58d096c,669165.0,kylehurt,Hurt,Right,Kyle Hurt,LAD,1.35,5.83,6.2,97.0,87.0,92.0,0.759,4.05,1.35,10.8,0.0,1.33,0.217,0.435,0.087,0.304,0.494,109.0,94.0,96.0,80.0,80.0,70.0,60.0,103.0,91.0,53.0,105.0,79.0,67.0,75.0,27.0,0.046,0.379,0.011,0.023,0.54,3.12,-3.96,5.82,-28.56,0.0,94.8,85.8,96.5,87.7,80.9,0.333,0.467,0.313,0.143,0.143,0.222,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,
5,2024-04-16,746157,Single,single,False,605141,571578,Mookie Betts,Patrick Corbin,0,321b5794-7bf7-4477-aa9d-036414d3bdb1,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.103,0.316,,0.05,-1.09,-1.8,0.02,,-4.62,91.3,81.2,91.4,79.7,,0.4,0.65,0.275,0.324,0.541,0.117,0.326,0.578,0.089,79.0,106.0,99.0,0.179,0.23,84.5,0.25,0.384,0.352,0.253,0.38,0.236,,,,,,,,,
6,2024-04-16,746157,Single,single,False,660271,571578,Shohei Ohtani,Patrick Corbin,1,305512e7-c27b-4815-9721-d66bda7b817d,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.103,0.316,,0.05,-1.09,-1.8,0.02,,-4.62,91.3,81.2,91.4,79.7,,0.4,0.65,0.275,0.324,0.541,0.117,0.326,0.578,0.089,79.0,106.0,99.0,0.179,0.23,84.5,0.25,0.384,0.352,0.253,0.38,0.236,,,,,,,,,
7,2024-04-16,746157,Walk,walk,False,518692,571578,Freddie Freeman,Patrick Corbin,1,f880e20d-86c8-4920-ac3e-5bdade749efc,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.103,0.316,,0.05,-1.09,-1.8,0.02,,-4.62,91.3,81.2,91.4,79.7,,0.4,0.65,0.275,0.324,0.541,0.117,0.326,0.578,0.089,79.0,106.0,99.0,0.179,0.23,84.5,0.25,0.384,0.352,0.253,0.38,0.236,,,,,,,,,
8,2024-04-16,746157,Grounded Into DP,grounded_into_double_play,True,606192,571578,Teoscar Hernández,Patrick Corbin,1,284d6d29-67ae-4711-9093-9cc1b599bbcc,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.103,0.316,,0.05,-1.09,-1.8,0.02,,-4.62,91.3,81.2,91.4,79.7,,0.4,0.65,0.275,0.324,0.541,0.117,0.326,0.578,0.089,79.0,106.0,99.0,0.179,0.23,84.5,0.25,0.384,0.352,0.253,0.38,0.236,,,,,,,,,
9,2024-04-16,746157,Strikeout,strikeout,True,571771,571578,Enrique Hernández,Patrick Corbin,0,67fcd4ca-ec51-43b7-8efa-0a6f1653090b,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,0.352,0.103,0.316,,0.05,-1.09,-1.8,0.02,,-4.62,91.3,81.2,91.4,79.7,,0.4,0.65,0.275,0.324,0.541,0.117,0.326,0.578,0.089,79.0,106.0,99.0,0.179,0.23,84.5,0.25,0.384,0.352,0.253,0.38,0.236,,,,,,,,,
