,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-07-20,747096,Triple,triple,False,691026,693821,Masyn Winn,Bryce Elder,0,36d18b88-d936-4faa-80db-a5b00f84ee81,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,0.433,0.138,0.295,0.133,-4.59,-0.14,-0.67,0.58,91.2,84.9,89.9,83.4,0.329,0.37,0.078,0.25,0.5,0.392,0.2,0.2,0.294,0.438,0.875,0.19,,,,,,,,,,,,,,,,,,
1,2024-07-20,747096,Sac Fly,sac_fly,True,676475,693821,Alec Burleson,Bryce Elder,1,90ef275b-2c32-4c1b-9f8c-3284ec249a04,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,0.433,0.138,0.295,0.133,-4.59,-0.14,-0.67,0.58,91.2,84.9,89.9,83.4,0.329,0.37,0.078,0.25,0.5,0.392,0.2,0.2,0.294,0.438,0.875,0.19,,,,,,,,,,,,,,,,,,
2,2024-07-20,747096,Single,single,False,575929,693821,Willson Contreras,Bryce Elder,0,b2fb8202-e9de-46d5-add4-7b749210a129,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,0.433,0.138,0.295,0.133,-4.59,-0.14,-0.67,0.58,91.2,84.9,89.9,83.4,0.329,0.37,0.078,0.25,0.5,0.392,0.2,0.2,0.294,0.438,0.875,0.19,,,,,,,,,,,,,,,,,,
3,2024-07-20,747096,Strikeout,strikeout,True,502671,693821,Paul Goldschmidt,Bryce Elder,0,e3cb71c3-41b1-4416-aa83-baff23b8bb43,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,0.433,0.138,0.295,0.133,-4.59,-0.14,-0.67,0.58,91.2,84.9,89.9,83.4,0.329,0.37,0.078,0.25,0.5,0.392,0.2,0.2,0.294,0.438,0.875,0.19,,,,,,,,,,,,,,,,,,
4,2024-07-20,747096,Flyout,field_out,True,680977,693821,Brendan Donovan,Bryce Elder,0,25dc9e6b-5b55-4d49-bd55-83bdb41fd85a,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,5.71,4.86,34.2,98.0,88.0,96.0,0.79,6.23,3.38,11.16,1.04,1.77,0.214,0.462,0.154,0.393,0.381,135.0,89.0,85.0,47.0,95.0,82.0,56.0,98.0,89.0,134.0,104.0,117.0,0.433,0.138,0.295,0.133,-4.59,-0.14,-0.67,0.58,91.2,84.9,89.9,83.4,0.329,0.37,0.078,0.25,0.5,0.392,0.2,0.2,0.294,0.438,0.875,0.19,,,,,,,,,,,,,,,,,,
5,2024-07-20,747096,Triple,triple,False,672284,543243,Jarred Kelenic,Sonny Gray,0,4bfffae4-53bc-4c20-92b1-7ca588b8f290,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,0.173,0.239,0.187,0.06,0.68,1.47,0.67,-2.47,92.6,88.5,93.1,85.0,0.197,0.316,0.181,0.162,0.216,0.422,0.385,0.769,0.345,0.31,0.479,0.147,115.0,95.0,95.0,88.0,99.0,99.0,0.182,0.159,1.7,1.37,87.7,80.1,0.237,0.407,0.303,0.184,0.342,0.299
6,2024-07-20,747096,Single,single,False,645277,543243,Ozzie Albies,Sonny Gray,1,c8e8674a-a770-4f21-b52f-efa66fed2160,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,0.173,0.239,0.187,0.06,0.68,1.47,0.67,-2.47,92.6,88.5,93.1,85.0,0.197,0.316,0.181,0.162,0.216,0.422,0.385,0.769,0.345,0.31,0.479,0.147,115.0,95.0,95.0,88.0,99.0,99.0,0.182,0.159,1.7,1.37,87.7,80.1,0.237,0.407,0.303,0.184,0.342,0.299
7,2024-07-20,747096,Strikeout,strikeout,True,663586,543243,Austin Riley,Sonny Gray,0,de5b5bf0-eed2-4eff-9754-4686a0cd9408,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,0.173,0.239,0.187,0.06,0.68,1.47,0.67,-2.47,92.6,88.5,93.1,85.0,0.197,0.316,0.181,0.162,0.216,0.422,0.385,0.769,0.345,0.31,0.479,0.147,115.0,95.0,95.0,88.0,99.0,99.0,0.182,0.159,1.7,1.37,87.7,80.1,0.237,0.407,0.303,0.184,0.342,0.299
8,2024-07-20,747096,Groundout,field_out,True,621566,543243,Matt Olson,Sonny Gray,1,28d8de4f-191f-41d5-8a6e-f0579c276431,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,0.173,0.239,0.187,0.06,0.68,1.47,0.67,-2.47,92.6,88.5,93.1,85.0,0.197,0.316,0.181,0.162,0.216,0.422,0.385,0.769,0.345,0.31,0.479,0.147,115.0,95.0,95.0,88.0,99.0,99.0,0.182,0.159,1.7,1.37,87.7,80.1,0.237,0.407,0.303,0.184,0.342,0.299
9,2024-07-20,747096,Strikeout,strikeout,True,542303,543243,Marcell Ozuna,Sonny Gray,0,b86ea55d-aca3-4e4b-bc93-2573892bdd96,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,0.173,0.239,0.187,0.06,0.68,1.47,0.67,-2.47,92.6,88.5,93.1,85.0,0.197,0.316,0.181,0.162,0.216,0.422,0.385,0.769,0.345,0.31,0.479,0.147,115.0,95.0,95.0,88.0,99.0,99.0,0.182,0.159,1.7,1.37,87.7,80.1,0.237,0.407,0.303,0.184,0.342,0.299
