,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-20,746726,Single,single,False,543685,668933,Anthony Rendon,Graham Ashcraft,0,ae8d37a3-8581-472f-9b8f-2066e74461f9,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-20,746726,Single,single,False,545361,668933,Mike Trout,Graham Ashcraft,1,b40f4999-dfe7-40f1-885d-9c022552a3f7,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-20,746726,Flyout,field_out,True,621493,668933,Taylor Ward,Graham Ashcraft,0,d69f2aca-44fe-4d00-aba9-002c43843516,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-20,746726,Double,double,False,593934,668933,Miguel Sanó,Graham Ashcraft,1,1ef21079-10cd-43c5-907b-0e4b328b008b,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-20,746726,Groundout,field_out,True,592273,668933,Brandon Drury,Graham Ashcraft,1,43e5310d-cc2f-4df9-97b9-edfea6df35c4,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-20,746726,Groundout,field_out,True,666160,668933,Mickey Moniak,Graham Ashcraft,0,66e01a3d-6476-4b8f-8bed-16f1bb03366f,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-20,746726,Flyout,field_out,True,663697,663776,Jonathan India,Patrick Sandoval,0,a52fb17c-9836-42ff-ba89-864e31edc689,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,,0.293,0.283,,-1.82,0.25,0.72,,82.9,93.7,86.8,,,,0.235,0.471,0.281,0.413,0.565,0.142,0.208,0.292,0.385,96.0,94.0,100.0,56.0,95.0,83.0,0.16,0.09,-2.17,2.02,93.7,76.3,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,
7,2024-04-20,746726,Single,single,False,668715,663776,Spencer Steer,Patrick Sandoval,1,b3b4c5ce-7674-481e-b9e9-74590fbe1e6f,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,,0.293,0.283,,-1.82,0.25,0.72,,82.9,93.7,86.8,,,,0.235,0.471,0.281,0.413,0.565,0.142,0.208,0.292,0.385,96.0,94.0,100.0,56.0,95.0,83.0,0.16,0.09,-2.17,2.02,93.7,76.3,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,
8,2024-04-20,746726,Double,double,False,656413,663776,Stuart Fairchild,Patrick Sandoval,1,1f145fc4-1f38-4d92-b951-556093eaa721,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,,0.293,0.283,,-1.82,0.25,0.72,,82.9,93.7,86.8,,,,0.235,0.471,0.281,0.413,0.565,0.142,0.208,0.292,0.385,96.0,94.0,100.0,56.0,95.0,83.0,0.16,0.09,-2.17,2.02,93.7,76.3,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,
9,2024-04-20,746726,Walk,walk,False,600869,663776,Jeimer Candelario,Patrick Sandoval,0,aa76d5bb-8dd8-4a39-b6c6-2c07f40f7e10,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,,0.293,0.283,,-1.82,0.25,0.72,,82.9,93.7,86.8,,,,0.235,0.471,0.281,0.413,0.565,0.142,0.208,0.292,0.385,96.0,94.0,100.0,56.0,95.0,83.0,0.16,0.09,-2.17,2.02,93.7,76.3,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,
