,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-28,745337,Pop Out,field_out,True,656941,669062,Kyle Schwarber,Erik Miller,0,fb9b7778-1861-48a6-9b32-da29ab293761,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-28,745337,Strikeout,strikeout,True,592663,669062,J.T. Realmuto,Erik Miller,0,c53b1583-8c92-4647-8cf2-db41f68d2b03,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-28,745337,Walk,walk,False,547180,669062,Bryce Harper,Erik Miller,0,9154a54d-8724-425f-8161-d95f480de59e,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-28,745337,Strikeout,strikeout,True,592206,669062,Nick Castellanos,Erik Miller,0,4d1f5078-4ade-44a9-8a6b-cf2f929212bc,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,96.0,96.0,92.0,130.0,99.0,109.0,0.474,0.175,0.001,0.35,0.26,-1.79,3.88,1.88,96.8,85.1,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-28,745337,Strikeout,strikeout,True,682641,554430,Luis Matos,Zack Wheeler,0,b3019a77-f72e-405b-8828-cb19103c8e2c,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,101.0,107.0,109.0,128.0,107.0,114.0,0.416,0.116,0.099,,0.69,1.61,-0.34,,95.1,,84.4,81.5,0.219,0.391,0.294,,,,0.14,0.2,0.327,114.0,99.0,107.0,109.0,103.0,108.0,95.0,98.0,98.0,96.0,106.0,107.0,0.187,0.104,0.078,-0.15,0.85,2.48,90.9,86.1,94.4,0.173,0.24,0.149,0.179,0.333,0.357,0.244,0.439,0.184,0.171,0.257,0.385,,,,,,
5,2024-05-28,745337,Walk,walk,False,573262,554430,Mike Yastrzemski,Zack Wheeler,0,3d1d3e1f-ed83-4fd1-b98a-6c00fcc7f3a6,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,101.0,107.0,109.0,128.0,107.0,114.0,0.416,0.116,0.099,,0.69,1.61,-0.34,,95.1,,84.4,81.5,0.219,0.391,0.294,,,,0.14,0.2,0.327,114.0,99.0,107.0,109.0,103.0,108.0,95.0,98.0,98.0,96.0,106.0,107.0,0.187,0.104,0.078,-0.15,0.85,2.48,90.9,86.1,94.4,0.173,0.24,0.149,0.179,0.333,0.357,0.244,0.439,0.184,0.171,0.257,0.385,,,,,,
6,2024-05-28,745337,Strikeout,strikeout,True,642731,554430,Thairo Estrada,Zack Wheeler,0,4c7c7b56-d393-44f4-a3fb-5109bc9e659e,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,101.0,107.0,109.0,128.0,107.0,114.0,0.416,0.116,0.099,,0.69,1.61,-0.34,,95.1,,84.4,81.5,0.219,0.391,0.294,,,,0.14,0.2,0.327,114.0,99.0,107.0,109.0,103.0,108.0,95.0,98.0,98.0,96.0,106.0,107.0,0.187,0.104,0.078,-0.15,0.85,2.48,90.9,86.1,94.4,0.173,0.24,0.149,0.179,0.333,0.357,0.244,0.439,0.184,0.171,0.257,0.385,,,,,,
7,2024-05-28,745337,Forceout,force_out,True,656305,554430,Matt Chapman,Zack Wheeler,1,6d16d235-0c2a-44e3-a37f-69a5a2b1501e,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,101.0,107.0,109.0,128.0,107.0,114.0,0.416,0.116,0.099,,0.69,1.61,-0.34,,95.1,,84.4,81.5,0.219,0.391,0.294,,,,0.14,0.2,0.327,114.0,99.0,107.0,109.0,103.0,108.0,95.0,98.0,98.0,96.0,106.0,107.0,0.187,0.104,0.078,-0.15,0.85,2.48,90.9,86.1,94.4,0.173,0.24,0.149,0.179,0.333,0.357,0.244,0.439,0.184,0.171,0.257,0.385,,,,,,
8,2024-05-28,745337,Strikeout,strikeout,True,681082,573124,Bryson Stott,Taylor Rogers,0,e4e431f0-4a88-404e-bb4d-9cb4c2775b8d,573124.0,taylorrogers,"Rogers, Ta",Left,Taylor Rogers,SFG,2.15,3.15,37.2,96.0,94.0,96.0,0.763,9.8,3.11,7.88,0.96,1.05,0.19,0.39,0.25,0.28,0.453,,,,,,,109.0,95.0,101.0,,0.505,,,,-1.03,,,,,79.5,,,,,,,,0.306,0.569,0.333,,,,79.0,96.0,90.0,,,,,,,0.495,,,,,1.7,,,93.3,0.159,0.232,0.136,,,,,,,,,,,,,,,
9,2024-05-28,745337,Groundout,field_out,True,624641,573124,Edmundo Sosa,Taylor Rogers,0,6897175d-9f32-4649-b113-d5e2b9d826b3,573124.0,taylorrogers,"Rogers, Ta",Left,Taylor Rogers,SFG,2.15,3.15,37.2,96.0,94.0,96.0,0.763,9.8,3.11,7.88,0.96,1.05,0.19,0.39,0.25,0.28,0.453,,,,,,,109.0,95.0,101.0,,0.505,,,,-1.03,,,,,79.5,,,,,,,,0.306,0.569,0.333,,,,79.0,96.0,90.0,,,,,,,0.495,,,,,1.7,,,93.3,0.159,0.232,0.136,,,,,,,,,,,,,,,
