,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-28,745795,Strikeout,strikeout,True,594807,656849,Adam Duvall,David Peterson,0,d427ed1b-79c4-4db6-a64b-dfe645ac2720,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,
1,2024-07-28,745795,Single,single,False,663586,656849,Austin Riley,David Peterson,0,fe1f6cd9-f4d9-498f-87c6-2d21621ddbe7,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,
2,2024-07-28,745795,Forceout,force_out,True,542303,656849,Marcell Ozuna,David Peterson,1,1d24e883-b3a7-49a7-a62d-94cafae9ea5b,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,
3,2024-07-28,745795,Strikeout,strikeout,True,621566,656849,Matt Olson,David Peterson,0,f25c3be1-88fc-439f-be77-d5fdfdb74d98,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,
4,2024-07-28,745795,Single,single,False,596019,625643,Francisco Lindor,Reynaldo López,0,db73b11d-83af-4001-89cf-bdfd3c34aafc,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,,,,111.0,100.0,105.0,,0.557,0.285,0.119,0.039,1.01,,1.31,2.37,-4.57,95.5,86.3,,84.8,77.3,,,,0.27,0.383,0.171,0.184,0.243,0.418,0.294,0.824,0.361,0.133,0.178,0.368,,,,,,,,,,,,,,,,,,,,,
5,2024-07-28,745795,Grounded Into DP,grounded_into_double_play,True,578428,625643,Jose Iglesias,Reynaldo López,1,892d4bb5-1152-489a-a6d5-77805cd1c555,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,,,,111.0,100.0,105.0,,0.557,0.285,0.119,0.039,1.01,,1.31,2.37,-4.57,95.5,86.3,,84.8,77.3,,,,0.27,0.383,0.171,0.184,0.243,0.418,0.294,0.824,0.361,0.133,0.178,0.368,,,,,,,,,,,,,,,,,,,,,
6,2024-07-28,745795,Groundout,field_out,True,607043,625643,Brandon Nimmo,Reynaldo López,0,3935809e-dc24-430f-b838-6d6382689398,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,,,,111.0,100.0,105.0,,0.557,0.285,0.119,0.039,1.01,,1.31,2.37,-4.57,95.5,86.3,,84.8,77.3,,,,0.27,0.383,0.171,0.184,0.243,0.418,0.294,0.824,0.361,0.133,0.178,0.368,,,,,,,,,,,,,,,,,,,,,
7,2024-07-28,745795,Strikeout,strikeout,True,518595,656849,Travis d'Arnaud,David Peterson,0,8d7c587e-350b-447d-973b-422776efd2ac,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,
8,2024-07-28,745795,Groundout,field_out,True,657656,656849,Ramón Laureano,David Peterson,0,9ebc0d47-7c92-408f-a7b9-8f7125d1fc09,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,
9,2024-07-28,745795,Groundout,field_out,True,805373,656849,Nacho Alvarez Jr.,David Peterson,0,7208fa9f-4a5d-4499-bfc8-6eb2a7bb6804,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,
10,2024-07-28,745795,Double,double,False,624413,625643,Pete Alonso,Reynaldo López,0,1cc1095b-926d-45fb-9a13-92ad3da031f7,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,,,,111.0,100.0,105.0,,0.557,0.285,0.119,0.039,1.01,,1.31,2.37,-4.57,95.5,86.3,,84.8,77.3,,,,0.27,0.383,0.171,0.184,0.243,0.418,0.294,0.824,0.361,0.133,0.178,0.368,,,,,,,,,,,,,,,,,,,,,
11,2024-07-28,745795,Lineout,field_out,True,668901,625643,Mark Vientos,Reynaldo López,0,13237452-3eb6-4f30-b998-21bfc71ad20e,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,,,,111.0,100.0,105.0,,0.557,0.285,0.119,0.039,1.01,,1.31,2.37,-4.57,95.5,86.3,,84.8,77.3,,,,0.27,0.383,0.171,0.184,0.243,0.418,0.294,0.824,0.361,0.133,0.178,0.368,,,,,,,,,,,,,,,,,,,,,
12,2024-07-28,745795,Strikeout,strikeout,True,643446,625643,Jeff McNeil,Reynaldo López,0,75b689f7-82ea-42d8-8aa3-a1306097e7ec,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,,,,111.0,100.0,105.0,,0.557,0.285,0.119,0.039,1.01,,1.31,2.37,-4.57,95.5,86.3,,84.8,77.3,,,,0.27,0.383,0.171,0.184,0.243,0.418,0.294,0.824,0.361,0.133,0.178,0.368,,,,,,,,,,,,,,,,,,,,,
13,2024-07-28,745795,Strikeout,strikeout,True,682626,625643,Francisco Alvarez,Reynaldo López,0,3be942b4-d835-41ac-8e1b-4b4ff71cbeb4,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,2.02,4.23,115.2,102.0,95.0,101.0,0.756,9.26,3.19,7.47,0.54,1.03,0.275,0.366,0.142,0.311,0.433,75.0,110.0,104.0,86.0,100.0,104.0,91.0,103.0,98.0,,,,111.0,100.0,105.0,,0.557,0.285,0.119,0.039,1.01,,1.31,2.37,-4.57,95.5,86.3,,84.8,77.3,,,,0.27,0.383,0.171,0.184,0.243,0.418,0.294,0.824,0.361,0.133,0.178,0.368,,,,,,,,,,,,,,,,,,,,,
14,2024-07-28,745795,Strikeout,strikeout,True,606115,656849,Orlando Arcia,David Peterson,0,76a7a7d2-cb95-41b3-b4b5-e60b1950fcd2,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,
15,2024-07-28,745795,Strikeout,strikeout,True,663897,656849,Luke Williams,David Peterson,0,d132033f-be05-412c-91b8-095a386567da,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,0.32,0.252,0.186,0.073,0.169,-0.31,1.7,-1.49,0.21,0.25,93.1,84.7,92.0,85.2,79.0,0.264,0.376,0.139,0.254,0.31,0.236,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,
