,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,KC%,CH%,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFC,vCH,vSI,vSL,vKC,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,CU%,wFA/C,wFS/C,wCU/C,vFA,vFS,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff
0,2024-09-29,745686,Flyout,field_out,True,693304,657376,Nick Gonzales,Clarke Schmidt,0,bc6de3f4-a33f-4ef1-83d5-368dcbed04ed,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-29,745686,Hit By Pitch,hit_by_pitch,False,668804,657376,Bryan Reynolds,Clarke Schmidt,0,9900ed3a-b7f6-487e-bd4b-bf2cade928e3,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-29,745686,Strikeout,strikeout,True,665833,657376,Oneil Cruz,Clarke Schmidt,0,c8cf2773-1a59-40fd-8110-2e1b27f330bc,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-29,745686,Strikeout,strikeout,True,663698,657376,Joey Bart,Clarke Schmidt,0,e5e9c586-818c-479e-8698-fb781443c9c7,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-29,745686,Double,double,False,650402,663559,Gleyber Torres,Bailey Falter,0,9f75be97-bf45-4931-a177-336676e8dc74,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.9,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,99.0,101.0,99.0,91.0,96.0,96.0,,,,,,,0.142,,0.216,,,,1.23,0.27,,,,,92.0,86.1,,,,,0.253,0.432,0.161,,,,0.305,0.61,0.207,,,,100.0,99.0,98.0,85.0,100.0,97.0,43.0,95.0,70.0,0.484,0.006,0.152,0.38,-7.04,-1.24,91.8,86.9,77.7,0.257,0.415,0.165,0.245,0.304,0.287,0.333,1.333,0.125
5,2024-09-29,745686,Home Run,home_run,False,663757,663559,Trent Grisham,Bailey Falter,1,b5a06fd3-6bc6-4735-b674-966b7b9d973a,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.9,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,99.0,101.0,99.0,91.0,96.0,96.0,,,,,,,0.142,,0.216,,,,1.23,0.27,,,,,92.0,86.1,,,,,0.253,0.432,0.161,,,,0.305,0.61,0.207,,,,100.0,99.0,98.0,85.0,100.0,97.0,43.0,95.0,70.0,0.484,0.006,0.152,0.38,-7.04,-1.24,91.8,86.9,77.7,0.257,0.415,0.165,0.245,0.304,0.287,0.333,1.333,0.125
6,2024-09-29,745686,Walk,walk,False,519317,663559,Giancarlo Stanton,Bailey Falter,0,57377ab2-36a9-4acd-b3b3-20cfe63e2049,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.9,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,99.0,101.0,99.0,91.0,96.0,96.0,,,,,,,0.142,,0.216,,,,1.23,0.27,,,,,92.0,86.1,,,,,0.253,0.432,0.161,,,,0.305,0.61,0.207,,,,100.0,99.0,98.0,85.0,100.0,97.0,43.0,95.0,70.0,0.484,0.006,0.152,0.38,-7.04,-1.24,91.8,86.9,77.7,0.257,0.415,0.165,0.245,0.304,0.287,0.333,1.333,0.125
7,2024-09-29,745686,Flyout,field_out,True,691176,663559,Jasson Domínguez,Bailey Falter,0,098bbcda-1966-4232-9527-b16ac145022c,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.9,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,99.0,101.0,99.0,91.0,96.0,96.0,,,,,,,0.142,,0.216,,,,1.23,0.27,,,,,92.0,86.1,,,,,0.253,0.432,0.161,,,,0.305,0.61,0.207,,,,100.0,99.0,98.0,85.0,100.0,97.0,43.0,95.0,70.0,0.484,0.006,0.152,0.38,-7.04,-1.24,91.8,86.9,77.7,0.257,0.415,0.165,0.245,0.304,0.287,0.333,1.333,0.125
8,2024-09-29,745686,Grounded Into DP,grounded_into_double_play,True,542932,663559,Jon Berti,Bailey Falter,1,0719d3a5-b496-456b-9bd6-1b2aa04cf688,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.9,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,99.0,101.0,99.0,91.0,96.0,96.0,,,,,,,0.142,,0.216,,,,1.23,0.27,,,,,92.0,86.1,,,,,0.253,0.432,0.161,,,,0.305,0.61,0.207,,,,100.0,99.0,98.0,85.0,100.0,97.0,43.0,95.0,70.0,0.484,0.006,0.152,0.38,-7.04,-1.24,91.8,86.9,77.7,0.257,0.415,0.165,0.245,0.304,0.287,0.333,1.333,0.125
9,2024-09-29,745686,Walk,walk,False,641943,657376,Joshua Palacios,Clarke Schmidt,0,21723527-0c9c-4b36-83c2-056f7df1e907,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.75,85.1,98.0,116.0,100.0,0.719,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.213,0.267,0.404,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,0.35,0.252,0.182,0.006,0.53,-0.75,1.21,0.89,-13.05,92.4,87.1,94.3,85.2,83.8,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,0.667,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
