,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-26,746753,Pop Out,field_out,True,678009,663436,Parker Meadows,Davis Martin,0,1b51b740-9e75-47b4-8107-59456cf97ae7,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,94.0,87.0,93.0,93.0,90.0,87.0,111.0,108.0,109.0,83.0,100.0,91.0,0.278,0.182,0.271,0.089,0.18,-2.9,2.84,0.34,0.47,1.94,93.7,89.2,88.6,83.7,78.5,0.143,0.357,0.333,0.435,0.565,0.157,0.28,0.28,0.224,0.15,0.15,0.195,0.2,0.2,0.308,,,,,,,,,,,,,,,,,,,,,
1,2024-08-26,746753,Groundout,field_out,True,681481,663436,Kerry Carpenter,Davis Martin,0,c54b38e5-6c58-4cb0-a7b2-8422802935a8,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,94.0,87.0,93.0,93.0,90.0,87.0,111.0,108.0,109.0,83.0,100.0,91.0,0.278,0.182,0.271,0.089,0.18,-2.9,2.84,0.34,0.47,1.94,93.7,89.2,88.6,83.7,78.5,0.143,0.357,0.333,0.435,0.565,0.157,0.28,0.28,0.224,0.15,0.15,0.195,0.2,0.2,0.308,,,,,,,,,,,,,,,,,,,,,
2,2024-08-26,746753,Walk,walk,False,663837,663436,Matt Vierling,Davis Martin,0,c4b319ba-10c7-4625-a539-3db17eb553c0,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,94.0,87.0,93.0,93.0,90.0,87.0,111.0,108.0,109.0,83.0,100.0,91.0,0.278,0.182,0.271,0.089,0.18,-2.9,2.84,0.34,0.47,1.94,93.7,89.2,88.6,83.7,78.5,0.143,0.357,0.333,0.435,0.565,0.157,0.28,0.28,0.224,0.15,0.15,0.195,0.2,0.2,0.308,,,,,,,,,,,,,,,,,,,,,
3,2024-08-26,746753,Forceout,force_out,True,690993,663436,Colt Keith,Davis Martin,1,5b048139-fee2-4648-b7e3-468798309ee8,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,94.0,87.0,93.0,93.0,90.0,87.0,111.0,108.0,109.0,83.0,100.0,91.0,0.278,0.182,0.271,0.089,0.18,-2.9,2.84,0.34,0.47,1.94,93.7,89.2,88.6,83.7,78.5,0.143,0.357,0.333,0.435,0.565,0.157,0.28,0.28,0.224,0.15,0.15,0.195,0.2,0.2,0.308,,,,,,,,,,,,,,,,,,,,,
4,2024-08-26,746753,Groundout,field_out,True,670032,680744,Nicky Lopez,Ty Madden,0,dacdec92-2d38-4c34-bccb-969e6211388c,680744.0,tymadden,Madden,Right,Ty Madden,DET,1.8,4.59,5.0,,,,0.86,3.6,5.4,7.2,0.0,1.33,0.412,0.412,0.176,0.294,0.46,,,,,,,,,,,,,,,,0.529,0.126,0.276,0.023,0.046,0.26,2.05,1.93,9.13,-10.42,93.7,86.8,83.7,83.5,78.4,0.2,0.2,0.385,0.222,0.222,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-26,746753,Walk,walk,False,673357,680744,Luis Robert Jr.,Ty Madden,0,ab9ad1a1-acaa-4a0c-bbf4-59dec64aabb5,680744.0,tymadden,Madden,Right,Ty Madden,DET,1.8,4.59,5.0,,,,0.86,3.6,5.4,7.2,0.0,1.33,0.412,0.412,0.176,0.294,0.46,,,,,,,,,,,,,,,,0.529,0.126,0.276,0.023,0.046,0.26,2.05,1.93,9.13,-10.42,93.7,86.8,83.7,83.5,78.4,0.2,0.2,0.385,0.222,0.222,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-26,746753,Field Error,field_error,False,643217,680744,Andrew Benintendi,Ty Madden,1,79687324-cda2-4808-8077-fdf165ed9c19,680744.0,tymadden,Madden,Right,Ty Madden,DET,1.8,4.59,5.0,,,,0.86,3.6,5.4,7.2,0.0,1.33,0.412,0.412,0.176,0.294,0.46,,,,,,,,,,,,,,,,0.529,0.126,0.276,0.023,0.046,0.26,2.05,1.93,9.13,-10.42,93.7,86.8,83.7,83.5,78.4,0.2,0.2,0.385,0.222,0.222,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-26,746753,Sac Fly,sac_fly,True,683734,680744,Andrew Vaughn,Ty Madden,1,3d0e36c7-2e2d-42f5-8c06-8982d161a855,680744.0,tymadden,Madden,Right,Ty Madden,DET,1.8,4.59,5.0,,,,0.86,3.6,5.4,7.2,0.0,1.33,0.412,0.412,0.176,0.294,0.46,,,,,,,,,,,,,,,,0.529,0.126,0.276,0.023,0.046,0.26,2.05,1.93,9.13,-10.42,93.7,86.8,83.7,83.5,78.4,0.2,0.2,0.385,0.222,0.222,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-26,746753,Groundout,field_out,True,657757,680744,Gavin Sheets,Ty Madden,0,14491e53-cc5e-4f10-b1e5-9c663116da7f,680744.0,tymadden,Madden,Right,Ty Madden,DET,1.8,4.59,5.0,,,,0.86,3.6,5.4,7.2,0.0,1.33,0.412,0.412,0.176,0.294,0.46,,,,,,,,,,,,,,,,0.529,0.126,0.276,0.023,0.046,0.26,2.05,1.93,9.13,-10.42,93.7,86.8,83.7,83.5,78.4,0.2,0.2,0.385,0.222,0.222,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-26,746753,Single,single,False,690291,663436,Jace Jung,Davis Martin,0,07229df9-ac6d-4a64-857e-800b6b872e6b,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,94.0,87.0,93.0,93.0,90.0,87.0,111.0,108.0,109.0,83.0,100.0,91.0,0.278,0.182,0.271,0.089,0.18,-2.9,2.84,0.34,0.47,1.94,93.7,89.2,88.6,83.7,78.5,0.143,0.357,0.333,0.435,0.565,0.157,0.28,0.28,0.224,0.15,0.15,0.195,0.2,0.2,0.308,,,,,,,,,,,,,,,,,,,,,
