,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-23,746281,Single,single,False,682998,679525,Corbin Carroll,Alec Marsh,0,1ad5aa63-ba59-4f9a-a424-66eff2fdab17,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.75,4.96,96.2,100.0,100.0,100.0,0.799,8.38,2.89,8.29,1.3,0.84,0.25,0.396,0.168,0.357,0.434,91.0,96.0,97.0,99.0,105.0,103.0,92.0,100.0,96.0,99.0,99.0,95.0,120.0,99.0,107.0,0.137,0.378,0.225,0.154,0.106,1.02,-2.36,0.06,-1.42,0.08,94.2,86.4,93.5,86.5,82.9,0.186,0.322,0.224,0.339,0.597,0.103,0.111,0.111,0.364,0.281,0.491,0.268,0.225,0.325,0.165,,,,,,,,,,,,
1,2024-07-23,746281,Walk,walk,False,606466,679525,Ketel Marte,Alec Marsh,1,2eb0c77b-1579-4d9d-b244-90abffbacc4a,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.75,4.96,96.2,100.0,100.0,100.0,0.799,8.38,2.89,8.29,1.3,0.84,0.25,0.396,0.168,0.357,0.434,91.0,96.0,97.0,99.0,105.0,103.0,92.0,100.0,96.0,99.0,99.0,95.0,120.0,99.0,107.0,0.137,0.378,0.225,0.154,0.106,1.02,-2.36,0.06,-1.42,0.08,94.2,86.4,93.5,86.5,82.9,0.186,0.322,0.224,0.339,0.597,0.103,0.111,0.111,0.364,0.281,0.491,0.268,0.225,0.325,0.165,,,,,,,,,,,,
2,2024-07-23,746281,Single,single,False,592626,679525,Joc Pederson,Alec Marsh,1,d46ea2d3-c49d-4a56-8fb4-246b988eeaf6,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.75,4.96,96.2,100.0,100.0,100.0,0.799,8.38,2.89,8.29,1.3,0.84,0.25,0.396,0.168,0.357,0.434,91.0,96.0,97.0,99.0,105.0,103.0,92.0,100.0,96.0,99.0,99.0,95.0,120.0,99.0,107.0,0.137,0.378,0.225,0.154,0.106,1.02,-2.36,0.06,-1.42,0.08,94.2,86.4,93.5,86.5,82.9,0.186,0.322,0.224,0.339,0.597,0.103,0.111,0.111,0.364,0.281,0.491,0.268,0.225,0.325,0.165,,,,,,,,,,,,
3,2024-07-23,746281,Sac Fly,sac_fly,True,572233,679525,Christian Walker,Alec Marsh,1,b151ccae-117b-495d-a009-115c8435b2d1,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.75,4.96,96.2,100.0,100.0,100.0,0.799,8.38,2.89,8.29,1.3,0.84,0.25,0.396,0.168,0.357,0.434,91.0,96.0,97.0,99.0,105.0,103.0,92.0,100.0,96.0,99.0,99.0,95.0,120.0,99.0,107.0,0.137,0.378,0.225,0.154,0.106,1.02,-2.36,0.06,-1.42,0.08,94.2,86.4,93.5,86.5,82.9,0.186,0.322,0.224,0.339,0.597,0.103,0.111,0.111,0.364,0.281,0.491,0.268,0.225,0.325,0.165,,,,,,,,,,,,
4,2024-07-23,746281,Forceout,force_out,True,666971,679525,Lourdes Gurriel Jr.,Alec Marsh,1,cf051f12-66bb-49fa-bfd7-02d88a3472d3,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.75,4.96,96.2,100.0,100.0,100.0,0.799,8.38,2.89,8.29,1.3,0.84,0.25,0.396,0.168,0.357,0.434,91.0,96.0,97.0,99.0,105.0,103.0,92.0,100.0,96.0,99.0,99.0,95.0,120.0,99.0,107.0,0.137,0.378,0.225,0.154,0.106,1.02,-2.36,0.06,-1.42,0.08,94.2,86.4,93.5,86.5,82.9,0.186,0.322,0.224,0.339,0.597,0.103,0.111,0.111,0.364,0.281,0.491,0.268,0.225,0.325,0.165,,,,,,,,,,,,
5,2024-07-23,746281,Single,single,False,672515,679525,Gabriel Moreno,Alec Marsh,1,2d7b9d92-5977-42f7-af5e-8164bb7aeb99,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.75,4.96,96.2,100.0,100.0,100.0,0.799,8.38,2.89,8.29,1.3,0.84,0.25,0.396,0.168,0.357,0.434,91.0,96.0,97.0,99.0,105.0,103.0,92.0,100.0,96.0,99.0,99.0,95.0,120.0,99.0,107.0,0.137,0.378,0.225,0.154,0.106,1.02,-2.36,0.06,-1.42,0.08,94.2,86.4,93.5,86.5,82.9,0.186,0.322,0.224,0.339,0.597,0.103,0.111,0.111,0.364,0.281,0.491,0.268,0.225,0.325,0.165,,,,,,,,,,,,
6,2024-07-23,746281,Flyout,field_out,True,553993,679525,Eugenio Suárez,Alec Marsh,0,bca7966c-a286-4a7e-a78e-1d7debe9380d,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.75,4.96,96.2,100.0,100.0,100.0,0.799,8.38,2.89,8.29,1.3,0.84,0.25,0.396,0.168,0.357,0.434,91.0,96.0,97.0,99.0,105.0,103.0,92.0,100.0,96.0,99.0,99.0,95.0,120.0,99.0,107.0,0.137,0.378,0.225,0.154,0.106,1.02,-2.36,0.06,-1.42,0.08,94.2,86.4,93.5,86.5,82.9,0.186,0.322,0.224,0.339,0.597,0.103,0.111,0.111,0.364,0.281,0.491,0.268,0.225,0.325,0.165,,,,,,,,,,,,
7,2024-07-23,746281,Single,single,False,641658,656756,Garrett Hampson,Jordan Montgomery,0,3f293d44-a19b-4207-9331-2fd4f0b24d99,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.11,5.16,70.2,98.0,94.0,95.0,0.769,5.99,3.06,11.46,1.02,1.2,0.168,0.443,0.131,0.361,0.392,98.0,97.0,90.0,109.0,101.0,105.0,69.0,99.0,90.0,90.0,96.0,92.0,99.0,90.0,85.0,0.333,0.163,0.02,0.289,0.195,-1.77,-1.61,4.11,-0.43,-1.22,91.9,82.8,91.7,83.4,79.0,0.333,0.431,0.175,0.362,0.552,0.132,0.0,0.0,0.7,0.267,0.427,0.314,0.294,0.588,0.371,,,,,,,,,,,,
8,2024-07-23,746281,Double,double,False,677951,656756,Bobby Witt Jr.,Jordan Montgomery,1,b23f7039-60bc-4ad2-a8a2-9bdf322ffb29,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.11,5.16,70.2,98.0,94.0,95.0,0.769,5.99,3.06,11.46,1.02,1.2,0.168,0.443,0.131,0.361,0.392,98.0,97.0,90.0,109.0,101.0,105.0,69.0,99.0,90.0,90.0,96.0,92.0,99.0,90.0,85.0,0.333,0.163,0.02,0.289,0.195,-1.77,-1.61,4.11,-0.43,-1.22,91.9,82.8,91.7,83.4,79.0,0.333,0.431,0.175,0.362,0.552,0.132,0.0,0.0,0.7,0.267,0.427,0.314,0.294,0.588,0.371,,,,,,,,,,,,
9,2024-07-23,746281,Pop Out,field_out,True,686469,656756,Vinnie Pasquantino,Jordan Montgomery,0,d6ed1dc7-d4aa-4a03-85ce-74d68524ec6e,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.11,5.16,70.2,98.0,94.0,95.0,0.769,5.99,3.06,11.46,1.02,1.2,0.168,0.443,0.131,0.361,0.392,98.0,97.0,90.0,109.0,101.0,105.0,69.0,99.0,90.0,90.0,96.0,92.0,99.0,90.0,85.0,0.333,0.163,0.02,0.289,0.195,-1.77,-1.61,4.11,-0.43,-1.22,91.9,82.8,91.7,83.4,79.0,0.333,0.431,0.175,0.362,0.552,0.132,0.0,0.0,0.7,0.267,0.427,0.314,0.294,0.588,0.371,,,,,,,,,,,,
