,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff
0,2024-07-13,746202,Walk,walk,False,641487,667755,J.P. Crawford,José Soriano,0,eab55646-d615-4de6-8f3c-a1efe6bb1539,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-13,746202,Single,single,False,663728,667755,Cal Raleigh,José Soriano,1,e1ee350d-a118-4d0d-b64c-ee26613a6fc4,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-13,746202,Single,single,False,677594,667755,Julio Rodríguez,José Soriano,1,0ff69ce5-91eb-4198-b020-0329bf32f6a3,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-13,746202,Forceout,force_out,True,641598,667755,Mitch Garver,José Soriano,1,4e1e5ab3-3add-4da6-8f40-2a774450e6bd,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-13,746202,Grounded Into DP,grounded_into_double_play,True,670042,667755,Luke Raley,José Soriano,1,96134bf4-c132-4f10-a7d5-e700809c46c0,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-13,746202,Strikeout,strikeout,True,543685,669923,Anthony Rendon,George Kirby,0,31e03c9f-2fb9-43c1-aefb-a93fee0c7a18,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,112.0,99.0,109.0,0.225,0.36,0.106,0.228,0.075,1.58,-0.43,1.79,0.55,-2.88,95.8,85.7,95.8,87.1,83.1,0.256,0.35,0.097,0.333,0.5,0.323,0.196,0.35,0.304,0.2,0.32,0.288,0.253,0.391,0.28,97.0,99.0,93.0,0.006,0.82,92.3,,,,,,,,,,,,,,,,,,
6,2024-07-13,746202,Groundout,field_out,True,694384,669923,Nolan Schanuel,George Kirby,0,c5684d6f-c0bf-4fed-8f02-2ded0f8a7f46,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,112.0,99.0,109.0,0.225,0.36,0.106,0.228,0.075,1.58,-0.43,1.79,0.55,-2.88,95.8,85.7,95.8,87.1,83.1,0.256,0.35,0.097,0.333,0.5,0.323,0.196,0.35,0.304,0.2,0.32,0.288,0.253,0.391,0.28,97.0,99.0,93.0,0.006,0.82,92.3,,,,,,,,,,,,,,,,,,
7,2024-07-13,746202,Double,double,False,621493,669923,Taylor Ward,George Kirby,0,6e562b99-e410-4ddb-a479-6ea16885473d,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,112.0,99.0,109.0,0.225,0.36,0.106,0.228,0.075,1.58,-0.43,1.79,0.55,-2.88,95.8,85.7,95.8,87.1,83.1,0.256,0.35,0.097,0.333,0.5,0.323,0.196,0.35,0.304,0.2,0.32,0.288,0.253,0.391,0.28,97.0,99.0,93.0,0.006,0.82,92.3,,,,,,,,,,,,,,,,,,
8,2024-07-13,746202,Strikeout,strikeout,True,592273,669923,Brandon Drury,George Kirby,0,c4e9a27e-d3dd-42d9-8852-fb0dd528f032,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,112.0,99.0,109.0,0.225,0.36,0.106,0.228,0.075,1.58,-0.43,1.79,0.55,-2.88,95.8,85.7,95.8,87.1,83.1,0.256,0.35,0.097,0.333,0.5,0.323,0.196,0.35,0.304,0.2,0.32,0.288,0.253,0.391,0.28,97.0,99.0,93.0,0.006,0.82,92.3,,,,,,,,,,,,,,,,,,
9,2024-07-13,746202,Flyout,field_out,True,664034,667755,Ty France,José Soriano,0,71781647-a2b7-418f-bfa6-1d98da040e1e,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
