,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-06,745371,Groundout,field_out,True,573262,650633,Mike Yastrzemski,Michael King,0,17ec1cff-779c-4541-809d-dc9163e4b37d,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.1,3.49,156.2,102.0,94.0,100.0,0.732,10.63,3.33,7.58,0.98,1.1,0.227,0.43,0.21,0.267,0.418,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.273,0.244,0.233,0.25,-0.3,0.6,-0.44,1.78,93.6,86.7,92.9,82.9,0.2,0.275,0.368,0.203,0.399,0.189,0.27,0.41,0.255,0.228,0.337,0.342,0.276,0.517,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-06,745371,Strikeout,strikeout,True,671218,650633,Heliot Ramos,Michael King,0,f0eb1559-2895-4a81-9c2d-167758a73a3e,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.1,3.49,156.2,102.0,94.0,100.0,0.732,10.63,3.33,7.58,0.98,1.1,0.227,0.43,0.21,0.267,0.418,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.273,0.244,0.233,0.25,-0.3,0.6,-0.44,1.78,93.6,86.7,92.9,82.9,0.2,0.275,0.368,0.203,0.399,0.189,0.27,0.41,0.255,0.228,0.337,0.342,0.276,0.517,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-06,745371,Groundout,field_out,True,624424,650633,Michael Conforto,Michael King,0,f8074ab0-2983-474b-bbc9-65b3f6a625fb,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.1,3.49,156.2,102.0,94.0,100.0,0.732,10.63,3.33,7.58,0.98,1.1,0.227,0.43,0.21,0.267,0.418,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.273,0.244,0.233,0.25,-0.3,0.6,-0.44,1.78,93.6,86.7,92.9,82.9,0.2,0.275,0.368,0.203,0.399,0.189,0.27,0.41,0.255,0.228,0.337,0.342,0.276,0.517,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-06,745371,Single,single,False,650333,696131,Luis Arraez,Mason Black,0,5bbc1965-2d3b-4fa6-8f9a-a9f85de24ef2,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.667,0.833,0.0,0.269,0.5,0.098,0.357,0.679,0.221,0.286,0.543,0.127,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-06,745371,Single,single,False,665487,696131,Fernando Tatis Jr.,Mason Black,1,04e93d53-ccf2-417d-8ebc-6257dcd099db,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.667,0.833,0.0,0.269,0.5,0.098,0.357,0.679,0.221,0.286,0.543,0.127,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-06,745371,Flyout,field_out,True,595777,696131,Jurickson Profar,Mason Black,1,cb5e751a-56f7-4d0a-b972-7994719eb73e,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.667,0.833,0.0,0.269,0.5,0.098,0.357,0.679,0.221,0.286,0.543,0.127,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-06,745371,Home Run,home_run,False,592518,696131,Manny Machado,Mason Black,0,92ed382e-59a9-4f98-8e78-eb453d2ca59f,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.667,0.833,0.0,0.269,0.5,0.098,0.357,0.679,0.221,0.286,0.543,0.127,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-06,745371,Walk,walk,False,630105,696131,Jake Cronenworth,Mason Black,0,438b1822-3362-48db-8349-c91956084f69,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.667,0.833,0.0,0.269,0.5,0.098,0.357,0.679,0.221,0.286,0.543,0.127,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-06,745371,Flyout,field_out,True,593428,696131,Xander Bogaerts,Mason Black,0,500dae21-eab2-4e7b-a3d3-b7aab943642d,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.667,0.833,0.0,0.269,0.5,0.098,0.357,0.679,0.221,0.286,0.543,0.127,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-06,745371,Flyout,field_out,True,701538,696131,Jackson Merrill,Mason Black,0,5bf6a979-86c3-4416-bd9c-55178a1d34d7,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.667,0.833,0.0,0.269,0.5,0.098,0.357,0.679,0.221,0.286,0.543,0.127,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-06,745371,Strikeout,strikeout,True,656305,650633,Matt Chapman,Michael King,0,6bece512-d614-40fb-95b8-2fc798cfc6f2,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.1,3.49,156.2,102.0,94.0,100.0,0.732,10.63,3.33,7.58,0.98,1.1,0.227,0.43,0.21,0.267,0.418,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.273,0.244,0.233,0.25,-0.3,0.6,-0.44,1.78,93.6,86.7,92.9,82.9,0.2,0.275,0.368,0.203,0.399,0.189,0.27,0.41,0.255,0.228,0.337,0.342,0.276,0.517,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-06,745371,Strikeout,strikeout,True,664774,650633,LaMonte Wade Jr.,Michael King,0,35938140-22d5-4d0c-a0ad-bb5d59a60ed3,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.1,3.49,156.2,102.0,94.0,100.0,0.732,10.63,3.33,7.58,0.98,1.1,0.227,0.43,0.21,0.267,0.418,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.273,0.244,0.233,0.25,-0.3,0.6,-0.44,1.78,93.6,86.7,92.9,82.9,0.2,0.275,0.368,0.203,0.399,0.189,0.27,0.41,0.255,0.228,0.337,0.342,0.276,0.517,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-06,745371,Groundout,field_out,True,666149,650633,Tyler Fitzgerald,Michael King,0,1f299280-5727-4ff1-a319-0d76df4bdd76,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.1,3.49,156.2,102.0,94.0,100.0,0.732,10.63,3.33,7.58,0.98,1.1,0.227,0.43,0.21,0.267,0.418,87.0,103.0,97.0,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,0.273,0.244,0.233,0.25,-0.3,0.6,-0.44,1.78,93.6,86.7,92.9,82.9,0.2,0.275,0.368,0.203,0.399,0.189,0.27,0.41,0.255,0.228,0.337,0.342,0.276,0.517,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
