,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-01,746750,Strikeout,strikeout,True,596019,676979,Francisco Lindor,Garrett Crochet,0,7ac1316e-65d1-4b55-b7c7-890df1363ca5,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.83,2.94,134.0,103.0,102.0,103.0,0.699,12.83,2.15,7.72,1.21,1.28,0.251,0.402,0.173,0.337,0.46,67.0,101.0,102.0,104.0,103.0,103.0,120.0,59.0,59.0,138.0,100.0,104.0,94.0,104.0,103.0,0.006,0.55,0.288,0.097,0.059,1.6,-0.29,0.48,-2.59,-0.1,97.1,91.5,90.9,96.8,84.2,0.201,0.299,0.317,0.272,0.467,0.322,0.22,0.58,0.4,0.171,0.286,0.308,0.25,0.25,0.125,,,,,,,,,,,,
1,2024-09-01,746750,Strikeout,strikeout,True,578428,676979,Jose Iglesias,Garrett Crochet,0,24a3e67a-a1e0-40ad-b824-09a3c6ef4976,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.83,2.94,134.0,103.0,102.0,103.0,0.699,12.83,2.15,7.72,1.21,1.28,0.251,0.402,0.173,0.337,0.46,67.0,101.0,102.0,104.0,103.0,103.0,120.0,59.0,59.0,138.0,100.0,104.0,94.0,104.0,103.0,0.006,0.55,0.288,0.097,0.059,1.6,-0.29,0.48,-2.59,-0.1,97.1,91.5,90.9,96.8,84.2,0.201,0.299,0.317,0.272,0.467,0.322,0.22,0.58,0.4,0.171,0.286,0.308,0.25,0.25,0.125,,,,,,,,,,,,
2,2024-09-01,746750,Strikeout,strikeout,True,668901,676979,Mark Vientos,Garrett Crochet,0,853d3e55-7d66-42b0-9f91-ff072da1c865,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.83,2.94,134.0,103.0,102.0,103.0,0.699,12.83,2.15,7.72,1.21,1.28,0.251,0.402,0.173,0.337,0.46,67.0,101.0,102.0,104.0,103.0,103.0,120.0,59.0,59.0,138.0,100.0,104.0,94.0,104.0,103.0,0.006,0.55,0.288,0.097,0.059,1.6,-0.29,0.48,-2.59,-0.1,97.1,91.5,90.9,96.8,84.2,0.201,0.299,0.317,0.272,0.467,0.322,0.22,0.58,0.4,0.171,0.286,0.308,0.25,0.25,0.125,,,,,,,,,,,,
3,2024-09-01,746750,Strikeout,strikeout,True,667452,640455,Corey Julks,Sean Manaea,0,978854c9-855b-4352-9c3a-4fdcb35364e1,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,89.0,100.0,98.0,88.0,88.0,92.0,84.0,88.0,85.0,0.412,0.128,0.082,0.26,0.119,1.12,0.99,1.24,0.54,-1.2,92.4,88.4,85.4,92.4,79.7,0.167,0.295,0.309,0.222,0.25,0.179,0.176,0.311,0.4,0.269,0.449,0.259,0.21,0.34,0.209,0.174,0.435,0.32,,,,,,,,,
4,2024-09-01,746750,Flyout,field_out,True,673357,640455,Luis Robert Jr.,Sean Manaea,0,3bd78c3e-7b6d-4c42-911b-d66ec0706342,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,89.0,100.0,98.0,88.0,88.0,92.0,84.0,88.0,85.0,0.412,0.128,0.082,0.26,0.119,1.12,0.99,1.24,0.54,-1.2,92.4,88.4,85.4,92.4,79.7,0.167,0.295,0.309,0.222,0.25,0.179,0.176,0.311,0.4,0.269,0.449,0.259,0.21,0.34,0.209,0.174,0.435,0.32,,,,,,,,,
5,2024-09-01,746750,Flyout,field_out,True,672820,640455,Lenyn Sosa,Sean Manaea,0,11891a3e-0285-434c-b841-794796062018,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,89.0,100.0,98.0,88.0,88.0,92.0,84.0,88.0,85.0,0.412,0.128,0.082,0.26,0.119,1.12,0.99,1.24,0.54,-1.2,92.4,88.4,85.4,92.4,79.7,0.167,0.295,0.309,0.222,0.25,0.179,0.176,0.311,0.4,0.269,0.449,0.259,0.21,0.34,0.209,0.174,0.435,0.32,,,,,,,,,
6,2024-09-01,746750,Strikeout,strikeout,True,624413,676979,Pete Alonso,Garrett Crochet,0,29ae4d34-dadd-4e88-b9d9-94d95beba923,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.83,2.94,134.0,103.0,102.0,103.0,0.699,12.83,2.15,7.72,1.21,1.28,0.251,0.402,0.173,0.337,0.46,67.0,101.0,102.0,104.0,103.0,103.0,120.0,59.0,59.0,138.0,100.0,104.0,94.0,104.0,103.0,0.006,0.55,0.288,0.097,0.059,1.6,-0.29,0.48,-2.59,-0.1,97.1,91.5,90.9,96.8,84.2,0.201,0.299,0.317,0.272,0.467,0.322,0.22,0.58,0.4,0.171,0.286,0.308,0.25,0.25,0.125,,,,,,,,,,,,
7,2024-09-01,746750,Strikeout,strikeout,True,621438,676979,Tyrone Taylor,Garrett Crochet,0,586e4207-d52b-4b3e-a61e-40586eb9eec2,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.83,2.94,134.0,103.0,102.0,103.0,0.699,12.83,2.15,7.72,1.21,1.28,0.251,0.402,0.173,0.337,0.46,67.0,101.0,102.0,104.0,103.0,103.0,120.0,59.0,59.0,138.0,100.0,104.0,94.0,104.0,103.0,0.006,0.55,0.288,0.097,0.059,1.6,-0.29,0.48,-2.59,-0.1,97.1,91.5,90.9,96.8,84.2,0.201,0.299,0.317,0.272,0.467,0.322,0.22,0.58,0.4,0.171,0.286,0.308,0.25,0.25,0.125,,,,,,,,,,,,
8,2024-09-01,746750,Strikeout,strikeout,True,502110,676979,J.D. Martinez,Garrett Crochet,0,3f14b3f6-d929-467f-b23c-47c0e5d99957,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.83,2.94,134.0,103.0,102.0,103.0,0.699,12.83,2.15,7.72,1.21,1.28,0.251,0.402,0.173,0.337,0.46,67.0,101.0,102.0,104.0,103.0,103.0,120.0,59.0,59.0,138.0,100.0,104.0,94.0,104.0,103.0,0.006,0.55,0.288,0.097,0.059,1.6,-0.29,0.48,-2.59,-0.1,97.1,91.5,90.9,96.8,84.2,0.201,0.299,0.317,0.272,0.467,0.322,0.22,0.58,0.4,0.171,0.286,0.308,0.25,0.25,0.125,,,,,,,,,,,,
9,2024-09-01,746750,Groundout,field_out,True,683734,640455,Andrew Vaughn,Sean Manaea,0,6a572e7a-3b27-42ee-a8d5-24ed4a76843d,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,89.0,100.0,98.0,88.0,88.0,92.0,84.0,88.0,85.0,0.412,0.128,0.082,0.26,0.119,1.12,0.99,1.24,0.54,-1.2,92.4,88.4,85.4,92.4,79.7,0.167,0.295,0.309,0.222,0.25,0.179,0.176,0.311,0.4,0.269,0.449,0.259,0.21,0.34,0.209,0.174,0.435,0.32,,,,,,,,,
