,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff
0,2024-09-16,746179,Groundout,field_out,True,676113,672282,Zach DeLoach,Reid Detmers,0,7feef362-a80f-427d-af42-8914f72704d1,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.05,3.9,80.1,99.0,95.0,99.0,0.727,10.53,3.81,9.07,1.57,0.96,0.245,0.486,0.132,0.355,0.437,92.0,97.0,98.0,89.0,101.0,105.0,87.0,96.0,93.0,117.0,106.0,114.0,0.464,0.24,0.147,0.149,-0.14,-0.58,-2.71,0.37,93.9,84.7,86.2,75.1,0.246,0.456,0.267,0.221,0.385,0.36,0.314,0.431,0.324,0.341,0.756,0.212,,,,,,,,,,,,,,,,,,,,,
1,2024-09-16,746179,Walk,walk,False,673357,672282,Luis Robert Jr.,Reid Detmers,0,a353f666-3551-4a0a-a60b-6fc5fc3ab104,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.05,3.9,80.1,99.0,95.0,99.0,0.727,10.53,3.81,9.07,1.57,0.96,0.245,0.486,0.132,0.355,0.437,92.0,97.0,98.0,89.0,101.0,105.0,87.0,96.0,93.0,117.0,106.0,114.0,0.464,0.24,0.147,0.149,-0.14,-0.58,-2.71,0.37,93.9,84.7,86.2,75.1,0.246,0.456,0.267,0.221,0.385,0.36,0.314,0.431,0.324,0.341,0.756,0.212,,,,,,,,,,,,,,,,,,,,,
2,2024-09-16,746179,Home Run,home_run,False,643217,672282,Andrew Benintendi,Reid Detmers,1,d20c38ac-8e4a-4fbd-b9a3-01bd51ea4146,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.05,3.9,80.1,99.0,95.0,99.0,0.727,10.53,3.81,9.07,1.57,0.96,0.245,0.486,0.132,0.355,0.437,92.0,97.0,98.0,89.0,101.0,105.0,87.0,96.0,93.0,117.0,106.0,114.0,0.464,0.24,0.147,0.149,-0.14,-0.58,-2.71,0.37,93.9,84.7,86.2,75.1,0.246,0.456,0.267,0.221,0.385,0.36,0.314,0.431,0.324,0.341,0.756,0.212,,,,,,,,,,,,,,,,,,,,,
3,2024-09-16,746179,Home Run,home_run,False,683734,672282,Andrew Vaughn,Reid Detmers,0,b0a1190b-6b20-48b6-a2a6-611bcf612a99,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.05,3.9,80.1,99.0,95.0,99.0,0.727,10.53,3.81,9.07,1.57,0.96,0.245,0.486,0.132,0.355,0.437,92.0,97.0,98.0,89.0,101.0,105.0,87.0,96.0,93.0,117.0,106.0,114.0,0.464,0.24,0.147,0.149,-0.14,-0.58,-2.71,0.37,93.9,84.7,86.2,75.1,0.246,0.456,0.267,0.221,0.385,0.36,0.314,0.431,0.324,0.341,0.756,0.212,,,,,,,,,,,,,,,,,,,,,
4,2024-09-16,746179,Strikeout,strikeout,True,682868,672282,Bryan Ramos,Reid Detmers,0,ab1d66f9-634f-4b39-a666-6395e6626e9c,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.05,3.9,80.1,99.0,95.0,99.0,0.727,10.53,3.81,9.07,1.57,0.96,0.245,0.486,0.132,0.355,0.437,92.0,97.0,98.0,89.0,101.0,105.0,87.0,96.0,93.0,117.0,106.0,114.0,0.464,0.24,0.147,0.149,-0.14,-0.58,-2.71,0.37,93.9,84.7,86.2,75.1,0.246,0.456,0.267,0.221,0.385,0.36,0.314,0.431,0.324,0.341,0.756,0.212,,,,,,,,,,,,,,,,,,,,,
5,2024-09-16,746179,Single,single,False,672820,672282,Lenyn Sosa,Reid Detmers,0,02d1c23a-8c48-468c-b81b-c83568ac1dd9,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.05,3.9,80.1,99.0,95.0,99.0,0.727,10.53,3.81,9.07,1.57,0.96,0.245,0.486,0.132,0.355,0.437,92.0,97.0,98.0,89.0,101.0,105.0,87.0,96.0,93.0,117.0,106.0,114.0,0.464,0.24,0.147,0.149,-0.14,-0.58,-2.71,0.37,93.9,84.7,86.2,75.1,0.246,0.456,0.267,0.221,0.385,0.36,0.314,0.431,0.324,0.341,0.756,0.212,,,,,,,,,,,,,,,,,,,,,
6,2024-09-16,746179,Flyout,field_out,True,678246,672282,Miguel Vargas,Reid Detmers,0,768a04cc-ef05-4e5a-aa98-7e9440e66f48,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.05,3.9,80.1,99.0,95.0,99.0,0.727,10.53,3.81,9.07,1.57,0.96,0.245,0.486,0.132,0.355,0.437,92.0,97.0,98.0,89.0,101.0,105.0,87.0,96.0,93.0,117.0,106.0,114.0,0.464,0.24,0.147,0.149,-0.14,-0.58,-2.71,0.37,93.9,84.7,86.2,75.1,0.246,0.456,0.267,0.221,0.385,0.36,0.314,0.431,0.324,0.341,0.756,0.212,,,,,,,,,,,,,,,,,,,,,
7,2024-09-16,746179,Walk,walk,False,621493,686563,Taylor Ward,Jonathan Cannon,0,bdad06b6-c320-4e5e-9a18-16bb82c69067,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,,,,74.0,104.0,97.0,117.0,101.0,108.0,0.116,0.216,,0.189,-1.07,-1.64,,-0.19,94.4,85.7,81.9,,0.25,0.386,0.245,,,,0.248,0.4,0.257,,,,86.0,100.0,94.0,79.0,101.0,94.0,0.282,0.196,0.51,-0.14,90.2,93.3,0.31,0.484,0.132,0.264,0.517,0.28,0.253,0.453,0.19
8,2024-09-16,746179,Strikeout,strikeout,True,687263,686563,Zach Neto,Jonathan Cannon,0,03528d21-8a83-4b41-84c4-b08e711dbbb2,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,,,,74.0,104.0,97.0,117.0,101.0,108.0,0.116,0.216,,0.189,-1.07,-1.64,,-0.19,94.4,85.7,81.9,,0.25,0.386,0.245,,,,0.248,0.4,0.257,,,,86.0,100.0,94.0,79.0,101.0,94.0,0.282,0.196,0.51,-0.14,90.2,93.3,0.31,0.484,0.132,0.264,0.517,0.28,0.253,0.453,0.19
9,2024-09-16,746179,Grounded Into DP,grounded_into_double_play,True,694384,686563,Nolan Schanuel,Jonathan Cannon,1,83191534-be43-4811-87a1-7ced1ca5a2a8,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,,,,74.0,104.0,97.0,117.0,101.0,108.0,0.116,0.216,,0.189,-1.07,-1.64,,-0.19,94.4,85.7,81.9,,0.25,0.386,0.245,,,,0.248,0.4,0.257,,,,86.0,100.0,94.0,79.0,101.0,94.0,0.282,0.196,0.51,-0.14,90.2,93.3,0.31,0.484,0.132,0.264,0.517,0.28,0.253,0.453,0.19
