,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,SI%,CU%,wSI/C,wCU/C,vSI,vCU,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-08-11,745872,Walk,walk,False,680757,701581,Steven Kwan,David Festa,0,e33016f1-701b-4d02-b5cb-478763b63683,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-11,745872,Pop Out,field_out,True,686823,701581,Will Brennan,David Festa,0,be025585-2541-4b04-b5ba-d882a2688558,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-11,745872,Strikeout,strikeout,True,608070,701581,José Ramírez,David Festa,0,9413787d-e094-43f2-b637-1a003b00450c,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-11,745872,Pop Out,field_out,True,647304,701581,Josh Naylor,David Festa,0,64bcc649-089c-4261-859e-fbf7e132d5c4,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-11,745872,Pop Out,field_out,True,650489,676440,Willi Castro,Tanner Bibee,0,2af63e73-4f52-4af8-854b-5760908ceb43,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,93.0,103.0,99.0,114.0,104.0,112.0,0.443,0.261,0.185,-0.86,1.5,0.44,94.6,82.4,86.1,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,120.0,111.0,113.0,0.0,0.11,-3.49,-0.6,92.5,81.4,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-11,745872,Groundout,field_out,True,663616,676440,Trevor Larnach,Tanner Bibee,0,7a61386a-2d81-4110-9b45-a2cc817c1c98,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,93.0,103.0,99.0,114.0,104.0,112.0,0.443,0.261,0.185,-0.86,1.5,0.44,94.6,82.4,86.1,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,120.0,111.0,113.0,0.0,0.11,-3.49,-0.6,92.5,81.4,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-11,745872,Flyout,field_out,True,668904,676440,Royce Lewis,Tanner Bibee,0,f33b44a4-bcba-43e1-a3ca-a35ef912c17f,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,93.0,103.0,99.0,114.0,104.0,112.0,0.443,0.261,0.185,-0.86,1.5,0.44,94.6,82.4,86.1,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,120.0,111.0,113.0,0.0,0.11,-3.49,-0.6,92.5,81.4,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-11,745872,Flyout,field_out,True,681807,701581,David Fry,David Festa,0,caef7a58-c3fb-4b4a-9085-2f2863c1d7ff,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-11,745872,Flyout,field_out,True,665926,701581,Andrés Giménez,David Festa,0,0cac42b3-f2b9-4959-ba9e-dc2f7f90d2e3,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-11,745872,Single,single,False,682177,701581,Daniel Schneemann,David Festa,0,3d1fe5be-329f-408b-9d92-3260ec1eaa15,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-11,745872,Strikeout,strikeout,True,666310,701581,Bo Naylor,David Festa,0,0e356ad4-1eb0-4ae1-936f-93413a9acfd4,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,123.0,101.0,106.0,0.407,0.316,0.277,-1.1,1.57,-0.9,94.8,88.5,86.2,0.304,0.571,0.194,0.203,0.339,0.25,0.2,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-11,745872,Strikeout,strikeout,True,670242,676440,Matt Wallner,Tanner Bibee,0,c32bad23-7a3b-4130-9af8-5f8559b708d2,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,93.0,103.0,99.0,114.0,104.0,112.0,0.443,0.261,0.185,-0.86,1.5,0.44,94.6,82.4,86.1,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,120.0,111.0,113.0,0.0,0.11,-3.49,-0.6,92.5,81.4,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
