,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-07,745630,Strikeout,strikeout,True,678246,683155,Miguel Vargas,Joey Estes,0,0a804f6f-a52b-45e8-8038-29759a0a2f65,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
1,2024-08-07,745630,Pop Out,field_out,True,681460,683155,Brooks Baldwin,Joey Estes,0,87a0714b-5772-44ee-ba33-9b042681e6fa,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
2,2024-08-07,745630,Strikeout,strikeout,True,673357,683155,Luis Robert Jr.,Joey Estes,0,279d1f72-a742-4151-9d9b-0303584a998a,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
3,2024-08-07,745630,Groundout,field_out,True,671732,663436,Lawrence Butler,Davis Martin,0,587a8b58-8008-46e5-9585-1a7a39baa057,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,93.0,90.0,87.0,,,,111.0,108.0,109.0,83.0,100.0,91.0,,0.278,0.182,0.271,0.18,-2.9,2.84,,0.34,1.94,93.7,89.2,88.6,,83.7,0.435,0.565,0.157,,,,0.143,0.357,0.333,0.28,0.28,0.224,,,,94.0,87.0,93.0,0.089,0.47,78.5,0.15,0.15,0.195,0.2,0.2,0.308,,,,,,,,,
4,2024-08-07,745630,Flyout,field_out,True,609280,663436,Miguel Andujar,Davis Martin,0,7e0ac3d4-77db-4f44-817e-1b6d4fb220b8,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,93.0,90.0,87.0,,,,111.0,108.0,109.0,83.0,100.0,91.0,,0.278,0.182,0.271,0.18,-2.9,2.84,,0.34,1.94,93.7,89.2,88.6,,83.7,0.435,0.565,0.157,,,,0.143,0.357,0.333,0.28,0.28,0.224,,,,94.0,87.0,93.0,0.089,0.47,78.5,0.15,0.15,0.195,0.2,0.2,0.308,,,,,,,,,
5,2024-08-07,745630,Groundout,field_out,True,668709,663436,JJ Bleday,Davis Martin,0,edb9d31f-1039-4546-b737-94b2936d33bc,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,93.0,90.0,87.0,,,,111.0,108.0,109.0,83.0,100.0,91.0,,0.278,0.182,0.271,0.18,-2.9,2.84,,0.34,1.94,93.7,89.2,88.6,,83.7,0.435,0.565,0.157,,,,0.143,0.357,0.333,0.28,0.28,0.224,,,,94.0,87.0,93.0,0.089,0.47,78.5,0.15,0.15,0.195,0.2,0.2,0.308,,,,,,,,,
6,2024-08-07,745630,Double,double,False,683734,683155,Andrew Vaughn,Joey Estes,1,4cd17fcf-65eb-4324-999c-c9c3bf3825ea,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
7,2024-08-07,745630,Home Run,home_run,False,643217,683155,Andrew Benintendi,Joey Estes,1,70510338-716c-4de1-8db7-01d7f5f65d3b,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
8,2024-08-07,745630,Pop Out,field_out,True,672820,683155,Lenyn Sosa,Joey Estes,0,ae5dd2c0-d7e1-4e1d-9995-adf07069a5ec,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
9,2024-08-07,745630,Flyout,field_out,True,657757,683155,Gavin Sheets,Joey Estes,0,4419d8c6-f8a6-40df-a9bb-32147808a145,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
10,2024-08-07,745630,Double,double,False,670032,683155,Nicky Lopez,Joey Estes,0,1c5b48e9-5501-479c-a0ef-b066780acada,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,79.0,106.0,100.0,60.0,98.0,88.0,115.0,114.0,118.0,112.0,89.0,91.0,0.017,0.535,0.009,0.33,0.109,0.8,-13.83,-4.17,0.64,-3.2,92.4,86.4,84.6,90.6,79.4,0.23,0.419,0.177,0.183,0.29,0.23,0.241,0.466,0.23,0.355,0.774,0.192,0.286,0.714,0.091,,,,,,,,,,,,,,,,,,,,,
