,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff
0,2024-06-04,746380,Strikeout,strikeout,True,680977,681293,Brendan Donovan,Spencer Arrighetti,0,9fc7e64d-860a-40f0-9c1e-3b22391f2e3a,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,,,,,,,
1,2024-06-04,746380,Home Run,home_run,False,676475,681293,Alec Burleson,Spencer Arrighetti,0,1e326793-2644-4ff8-ac97-143118c4b40f,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,,,,,,,
2,2024-06-04,746380,Strikeout,strikeout,True,502671,681293,Paul Goldschmidt,Spencer Arrighetti,0,bbcbf2a8-9667-431c-a63f-c4c771bffe30,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,,,,,,,
3,2024-06-04,746380,Single,single,False,669357,681293,Nolan Gorman,Spencer Arrighetti,0,f0f83c0d-b443-4c61-9d7f-92a05a138096,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,,,,,,,
4,2024-06-04,746380,Flyout,field_out,True,571448,681293,Nolan Arenado,Spencer Arrighetti,0,c02f7987-b038-4e03-875f-45995467226b,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,113.0,98.0,103.0,83.0,99.0,97.0,111.0,93.0,100.0,62.0,100.0,100.0,0.414,0.197,0.113,0.202,0.074,-1.89,1.2,0.49,0.32,-4.75,94.0,87.8,85.0,81.2,78.4,0.325,0.553,0.183,0.25,0.382,0.24,0.162,0.294,0.408,0.143,0.229,0.392,0.55,0.75,0.302,,,,,,,,,,,,,,,
5,2024-06-04,746380,Single,single,False,514888,669467,Jose Altuve,Andre Pallante,0,64cf9c0e-5f10-4e15-b041-e879be03f1a8,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,120.0,101.0,109.0,,,,0.502,,0.149,,,0.91,,-2.57,,,94.8,,,88.1,,0.272,0.37,0.16,,,,0.103,0.207,0.354,0.44,0.64,0.302,,,,87.0,98.0,85.0,93.0,101.0,108.0,0.215,0.134,0.26,1.18,95.1,79.8,0.225,0.325,0.151
6,2024-06-04,746380,Hit By Pitch,hit_by_pitch,False,608324,669467,Alex Bregman,Andre Pallante,1,7f865303-56a9-4785-8920-b54b317f8bce,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,120.0,101.0,109.0,,,,0.502,,0.149,,,0.91,,-2.57,,,94.8,,,88.1,,0.272,0.37,0.16,,,,0.103,0.207,0.354,0.44,0.64,0.302,,,,87.0,98.0,85.0,93.0,101.0,108.0,0.215,0.134,0.26,1.18,95.1,79.8,0.225,0.325,0.151
7,2024-06-04,746380,Groundout,field_out,True,670541,669467,Yordan Alvarez,Andre Pallante,1,2d6c0659-82a6-4160-8b49-f64e6db9973c,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,120.0,101.0,109.0,,,,0.502,,0.149,,,0.91,,-2.57,,,94.8,,,88.1,,0.272,0.37,0.16,,,,0.103,0.207,0.354,0.44,0.64,0.302,,,,87.0,98.0,85.0,93.0,101.0,108.0,0.215,0.134,0.26,1.18,95.1,79.8,0.225,0.325,0.151
8,2024-06-04,746380,Groundout,field_out,True,676694,669467,Jake Meyers,Andre Pallante,1,09790619-ba79-42f8-b8f5-efd5750c89b9,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,120.0,101.0,109.0,,,,0.502,,0.149,,,0.91,,-2.57,,,94.8,,,88.1,,0.272,0.37,0.16,,,,0.103,0.207,0.354,0.44,0.64,0.302,,,,87.0,98.0,85.0,93.0,101.0,108.0,0.215,0.134,0.26,1.18,95.1,79.8,0.225,0.325,0.151
9,2024-06-04,746380,Walk,walk,False,665161,669467,Jeremy Peña,Andre Pallante,0,f482d837-be04-465d-8fdc-608340bf1b04,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,,,,,,,86.0,90.0,94.0,120.0,101.0,109.0,,,,0.502,,0.149,,,0.91,,-2.57,,,94.8,,,88.1,,0.272,0.37,0.16,,,,0.103,0.207,0.354,0.44,0.64,0.302,,,,87.0,98.0,85.0,93.0,101.0,108.0,0.215,0.134,0.26,1.18,95.1,79.8,0.225,0.325,0.151
