,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-12,746337,Field Error,field_error,False,671732,664285,Lawrence Butler,Framber Valdez,0,c3386842-d9b7-447e-bba9-8813bf05e248,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.28,163.2,97.0,113.0,102.0,0.74,8.74,2.8,6.98,0.6,3.05,0.212,0.406,0.134,0.319,0.422,125.0,94.0,102.0,129.0,96.0,109.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,102.0,110.0,0.459,0.012,0.044,0.315,0.17,-5.01,1.64,-0.71,1.81,0.58,94.4,89.8,94.1,85.2,79.7,0.276,0.384,0.116,0.109,0.172,0.41,0.224,0.286,0.353,0.25,0.5,0.382,0.4,1.0,0.273,,,,,,,,,,,,
1,2024-09-12,746337,Forceout,force_out,True,667670,664285,Brent Rooker,Framber Valdez,1,29fe0303-88ab-4e41-b79b-997f32e91494,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.28,163.2,97.0,113.0,102.0,0.74,8.74,2.8,6.98,0.6,3.05,0.212,0.406,0.134,0.319,0.422,125.0,94.0,102.0,129.0,96.0,109.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,102.0,110.0,0.459,0.012,0.044,0.315,0.17,-5.01,1.64,-0.71,1.81,0.58,94.4,89.8,94.1,85.2,79.7,0.276,0.384,0.116,0.109,0.172,0.41,0.224,0.286,0.353,0.25,0.5,0.382,0.4,1.0,0.273,,,,,,,,,,,,
2,2024-09-12,746337,Walk,walk,False,669127,664285,Shea Langeliers,Framber Valdez,1,37b8a966-9bff-48a3-8f38-cfa5b20ed210,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.28,163.2,97.0,113.0,102.0,0.74,8.74,2.8,6.98,0.6,3.05,0.212,0.406,0.134,0.319,0.422,125.0,94.0,102.0,129.0,96.0,109.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,102.0,110.0,0.459,0.012,0.044,0.315,0.17,-5.01,1.64,-0.71,1.81,0.58,94.4,89.8,94.1,85.2,79.7,0.276,0.384,0.116,0.109,0.172,0.41,0.224,0.286,0.353,0.25,0.5,0.382,0.4,1.0,0.273,,,,,,,,,,,,
3,2024-09-12,746337,Strikeout,strikeout,True,668709,664285,JJ Bleday,Framber Valdez,0,429a74c3-05fe-471c-a7ca-27b1fdd19041,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.28,163.2,97.0,113.0,102.0,0.74,8.74,2.8,6.98,0.6,3.05,0.212,0.406,0.134,0.319,0.422,125.0,94.0,102.0,129.0,96.0,109.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,102.0,110.0,0.459,0.012,0.044,0.315,0.17,-5.01,1.64,-0.71,1.81,0.58,94.4,89.8,94.1,85.2,79.7,0.276,0.384,0.116,0.109,0.172,0.41,0.224,0.286,0.353,0.25,0.5,0.382,0.4,1.0,0.273,,,,,,,,,,,,
4,2024-09-12,746337,Groundout,field_out,True,680869,664285,Zack Gelof,Framber Valdez,0,47426b91-1ec3-47b5-97bf-3e8c47fd25df,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.28,163.2,97.0,113.0,102.0,0.74,8.74,2.8,6.98,0.6,3.05,0.212,0.406,0.134,0.319,0.422,125.0,94.0,102.0,129.0,96.0,109.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,102.0,110.0,0.459,0.012,0.044,0.315,0.17,-5.01,1.64,-0.71,1.81,0.58,94.4,89.8,94.1,85.2,79.7,0.276,0.384,0.116,0.109,0.172,0.41,0.224,0.286,0.353,0.25,0.5,0.382,0.4,1.0,0.273,,,,,,,,,,,,
5,2024-09-12,746337,Groundout,field_out,True,608324,687765,Alex Bregman,Mitch Spence,0,3616265e-e1ba-48ab-9ca4-60ce17e46057,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.33,3.9,137.1,102.0,100.0,101.0,0.792,7.41,2.69,9.44,1.11,1.47,0.176,0.464,0.141,0.302,0.404,69.0,85.0,82.0,116.0,118.0,118.0,,,,39.0,96.0,85.0,122.0,105.0,109.0,0.144,,0.334,0.117,0.014,,-0.56,-0.04,-0.32,-8.48,,88.5,91.9,84.3,80.3,0.296,0.352,0.158,0.186,0.314,0.319,0.625,0.875,0.0,0.274,0.489,0.267,,,,99.0,98.0,95.0,0.39,-0.36,90.8,0.274,0.468,0.183,,,
6,2024-09-12,746337,Groundout,field_out,True,670541,687765,Yordan Alvarez,Mitch Spence,0,080ed922-3e0a-4edd-967b-aa14c44df2a4,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.33,3.9,137.1,102.0,100.0,101.0,0.792,7.41,2.69,9.44,1.11,1.47,0.176,0.464,0.141,0.302,0.404,69.0,85.0,82.0,116.0,118.0,118.0,,,,39.0,96.0,85.0,122.0,105.0,109.0,0.144,,0.334,0.117,0.014,,-0.56,-0.04,-0.32,-8.48,,88.5,91.9,84.3,80.3,0.296,0.352,0.158,0.186,0.314,0.319,0.625,0.875,0.0,0.274,0.489,0.267,,,,99.0,98.0,95.0,0.39,-0.36,90.8,0.274,0.468,0.183,,,
7,2024-09-12,746337,Single,single,False,673237,687765,Yainer Diaz,Mitch Spence,0,05b2f3b6-43d9-4726-87e5-1fb0fdc83d39,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.33,3.9,137.1,102.0,100.0,101.0,0.792,7.41,2.69,9.44,1.11,1.47,0.176,0.464,0.141,0.302,0.404,69.0,85.0,82.0,116.0,118.0,118.0,,,,39.0,96.0,85.0,122.0,105.0,109.0,0.144,,0.334,0.117,0.014,,-0.56,-0.04,-0.32,-8.48,,88.5,91.9,84.3,80.3,0.296,0.352,0.158,0.186,0.314,0.319,0.625,0.875,0.0,0.274,0.489,0.267,,,,99.0,98.0,95.0,0.39,-0.36,90.8,0.274,0.468,0.183,,,
8,2024-09-12,746337,Strikeout,strikeout,True,663656,687765,Kyle Tucker,Mitch Spence,0,7ebd4da1-7818-4857-971e-f1201cac8b70,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.33,3.9,137.1,102.0,100.0,101.0,0.792,7.41,2.69,9.44,1.11,1.47,0.176,0.464,0.141,0.302,0.404,69.0,85.0,82.0,116.0,118.0,118.0,,,,39.0,96.0,85.0,122.0,105.0,109.0,0.144,,0.334,0.117,0.014,,-0.56,-0.04,-0.32,-8.48,,88.5,91.9,84.3,80.3,0.296,0.352,0.158,0.186,0.314,0.319,0.625,0.875,0.0,0.274,0.489,0.267,,,,99.0,98.0,95.0,0.39,-0.36,90.8,0.274,0.468,0.183,,,
9,2024-09-12,746337,Groundout,field_out,True,805779,664285,Jacob Wilson,Framber Valdez,0,ec69236f-29b1-4817-840a-275d5cc6af8d,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.28,163.2,97.0,113.0,102.0,0.74,8.74,2.8,6.98,0.6,3.05,0.212,0.406,0.134,0.319,0.422,125.0,94.0,102.0,129.0,96.0,109.0,59.0,102.0,93.0,99.0,99.0,97.0,106.0,102.0,110.0,0.459,0.012,0.044,0.315,0.17,-5.01,1.64,-0.71,1.81,0.58,94.4,89.8,94.1,85.2,79.7,0.276,0.384,0.116,0.109,0.172,0.41,0.224,0.286,0.353,0.25,0.5,0.382,0.4,1.0,0.273,,,,,,,,,,,,
