,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,wFC/C,wSI/C,wSL/C,wCU/C,vFC,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CH%,wFA/C,wCH/C,vFA,vCH,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-18,746970,Groundout,field_out,True,665926,657514,Andrés Giménez,Brennan Bernardino,0,2419a550-adbc-4cd2-98b2-d8d9e4812e40,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,94.0,95.0,100.0,85.0,104.0,93.0,82.0,99.0,92.0,124.0,76.0,77.0,0.514,0.104,0.051,0.332,-2.71,2.0,2.84,-0.65,87.1,91.3,84.4,78.7,0.234,0.297,0.189,0.214,0.357,0.23,0.429,0.571,0.063,0.0,0.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-18,746970,Groundout,field_out,True,681807,657514,David Fry,Brennan Bernardino,0,9b6fe240-ab47-41e8-9ab9-f6e77a342d54,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,94.0,95.0,100.0,85.0,104.0,93.0,82.0,99.0,92.0,124.0,76.0,77.0,0.514,0.104,0.051,0.332,-2.71,2.0,2.84,-0.65,87.1,91.3,84.4,78.7,0.234,0.297,0.189,0.214,0.357,0.23,0.429,0.571,0.063,0.0,0.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-18,746970,Strikeout,strikeout,True,608070,657514,José Ramírez,Brennan Bernardino,0,955c2f17-1d1d-4213-9d66-1b22a2ad7f38,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,94.0,95.0,100.0,85.0,104.0,93.0,82.0,99.0,92.0,124.0,76.0,77.0,0.514,0.104,0.051,0.332,-2.71,2.0,2.84,-0.65,87.1,91.3,84.4,78.7,0.234,0.297,0.189,0.214,0.357,0.23,0.429,0.571,0.063,0.0,0.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-18,746970,Walk,walk,False,680776,471911,Jarren Duran,Carlos Carrasco,0,4a9e09a0-85a1-4ba4-9132-dca2c329fab1,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,90.0,95.0,90.0,99.0,102.0,106.0,,,,0.19,,0.283,0.062,,-1.29,-0.69,2.26,,91.1,83.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242,,,,0.2,0.267,0.37,104.0,105.0,103.0,63.0,94.0,85.0,0.243,0.222,-2.15,0.06,91.5,86.7,0.212,0.362,0.276,0.387,0.653,0.137,,,,,,,,,
4,2024-04-18,746970,Single,single,False,671213,471911,Triston Casas,Carlos Carrasco,1,56dbf36c-f1f6-42af-9a3c-97f57644fa85,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,90.0,95.0,90.0,99.0,102.0,106.0,,,,0.19,,0.283,0.062,,-1.29,-0.69,2.26,,91.1,83.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242,,,,0.2,0.267,0.37,104.0,105.0,103.0,63.0,94.0,85.0,0.243,0.222,-2.15,0.06,91.5,86.7,0.212,0.362,0.276,0.387,0.653,0.137,,,,,,,,,
5,2024-04-18,746970,Forceout,force_out,True,677800,471911,Wilyer Abreu,Carlos Carrasco,1,11611531-fa04-4528-a43b-0476725dbe3d,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,90.0,95.0,90.0,99.0,102.0,106.0,,,,0.19,,0.283,0.062,,-1.29,-0.69,2.26,,91.1,83.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242,,,,0.2,0.267,0.37,104.0,105.0,103.0,63.0,94.0,85.0,0.243,0.222,-2.15,0.06,91.5,86.7,0.212,0.362,0.276,0.387,0.653,0.137,,,,,,,,,
6,2024-04-18,746970,Single,single,False,665839,471911,Enmanuel Valdez,Carlos Carrasco,1,acbbc838-e633-44d7-ab30-2ad143672fcc,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,90.0,95.0,90.0,99.0,102.0,106.0,,,,0.19,,0.283,0.062,,-1.29,-0.69,2.26,,91.1,83.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242,,,,0.2,0.267,0.37,104.0,105.0,103.0,63.0,94.0,85.0,0.243,0.222,-2.15,0.06,91.5,86.7,0.212,0.362,0.276,0.387,0.653,0.137,,,,,,,,,
7,2024-04-18,746970,Strikeout,strikeout,True,657136,471911,Connor Wong,Carlos Carrasco,0,8abec198-3156-4473-997e-751ade8bcf2f,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,90.0,95.0,90.0,99.0,102.0,106.0,,,,0.19,,0.283,0.062,,-1.29,-0.69,2.26,,91.1,83.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242,,,,0.2,0.267,0.37,104.0,105.0,103.0,63.0,94.0,85.0,0.243,0.222,-2.15,0.06,91.5,86.7,0.212,0.362,0.276,0.387,0.653,0.137,,,,,,,,,
8,2024-04-18,746970,Walk,walk,False,666152,471911,David Hamilton,Carlos Carrasco,1,b6cb19bb-81dc-4f0d-8198-ab1c3de5269e,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,90.0,95.0,90.0,99.0,102.0,106.0,,,,0.19,,0.283,0.062,,-1.29,-0.69,2.26,,91.1,83.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242,,,,0.2,0.267,0.37,104.0,105.0,103.0,63.0,94.0,85.0,0.243,0.222,-2.15,0.06,91.5,86.7,0.212,0.362,0.276,0.387,0.653,0.137,,,,,,,,,
9,2024-04-18,746970,Flyout,field_out,True,622569,471911,Pablo Reyes,Carlos Carrasco,0,30348085-b614-4f6f-9946-97796b3668cc,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,90.0,95.0,90.0,99.0,102.0,106.0,,,,0.19,,0.283,0.062,,-1.29,-0.69,2.26,,91.1,83.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242,,,,0.2,0.267,0.37,104.0,105.0,103.0,63.0,94.0,85.0,0.243,0.222,-2.15,0.06,91.5,86.7,0.212,0.362,0.276,0.387,0.653,0.137,,,,,,,,,
10,2024-04-18,746970,Pop Out,field_out,True,647304,657514,Josh Naylor,Brennan Bernardino,0,5ce374db-28ce-4f14-a3f8-528127f147cc,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,94.0,95.0,100.0,85.0,104.0,93.0,82.0,99.0,92.0,124.0,76.0,77.0,0.514,0.104,0.051,0.332,-2.71,2.0,2.84,-0.65,87.1,91.3,84.4,78.7,0.234,0.297,0.189,0.214,0.357,0.23,0.429,0.571,0.063,0.0,0.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-18,746970,Walk,walk,False,671289,657514,Tyler Freeman,Brennan Bernardino,0,cb807f58-c535-4a41-8b58-01d3aaacde82,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,94.0,95.0,100.0,85.0,104.0,93.0,82.0,99.0,92.0,124.0,76.0,77.0,0.514,0.104,0.051,0.332,-2.71,2.0,2.84,-0.65,87.1,91.3,84.4,78.7,0.234,0.297,0.189,0.214,0.357,0.23,0.429,0.571,0.063,0.0,0.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-18,746970,Strikeout,strikeout,True,666310,657514,Bo Naylor,Brennan Bernardino,1,23904a67-c37b-4547-b890-9713e6af2fc9,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,94.0,95.0,100.0,85.0,104.0,93.0,82.0,99.0,92.0,124.0,76.0,77.0,0.514,0.104,0.051,0.332,-2.71,2.0,2.84,-0.65,87.1,91.3,84.4,78.7,0.234,0.297,0.189,0.214,0.357,0.23,0.429,0.571,0.063,0.0,0.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-18,746970,Groundout,field_out,True,624512,471911,Reese McGuire,Carlos Carrasco,0,9423ef17-6fc4-416f-84ee-db0d27b64b42,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,90.0,95.0,90.0,99.0,102.0,106.0,,,,0.19,,0.283,0.062,,-1.29,-0.69,2.26,,91.1,83.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242,,,,0.2,0.267,0.37,104.0,105.0,103.0,63.0,94.0,85.0,0.243,0.222,-2.15,0.06,91.5,86.7,0.212,0.362,0.276,0.387,0.653,0.137,,,,,,,,,
14,2024-04-18,746970,Strikeout,strikeout,True,678882,471911,Ceddanne Rafaela,Carlos Carrasco,0,d1f244d9-96de-4147-9e31-9141f2249076,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,90.0,95.0,90.0,99.0,102.0,106.0,,,,0.19,,0.283,0.062,,-1.29,-0.69,2.26,,91.1,83.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242,,,,0.2,0.267,0.37,104.0,105.0,103.0,63.0,94.0,85.0,0.243,0.222,-2.15,0.06,91.5,86.7,0.212,0.362,0.276,0.387,0.653,0.137,,,,,,,,,
15,2024-04-18,746970,Field Error,field_error,False,680776,471911,Jarren Duran,Carlos Carrasco,0,3d9f9827-a605-4f6f-91ad-be5c1ee292ab,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,106.0,102.0,105.0,90.0,95.0,90.0,99.0,102.0,106.0,,,,0.19,,0.283,0.062,,-1.29,-0.69,2.26,,91.1,83.1,80.4,0.295,0.541,0.123,0.059,0.176,0.242,,,,0.2,0.267,0.37,104.0,105.0,103.0,63.0,94.0,85.0,0.243,0.222,-2.15,0.06,91.5,86.7,0.212,0.362,0.276,0.387,0.653,0.137,,,,,,,,,
