,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
0,2024-09-18,746014,Single,single,False,660271,677960,Shohei Ohtani,Ryan Weathers,0,02c630cf-f54e-4c17-a121-12f69c70b6af,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.94,4.26,75.1,96.0,94.0,98.0,0.749,8.6,2.39,8.24,1.31,1.52,0.277,0.414,0.186,0.309,0.416,81.0,103.0,103.0,98.0,98.0,98.0,81.0,97.0,93.0,124.0,89.0,100.0,0.123,0.4,0.218,0.259,-0.42,-1.07,0.04,1.2,95.9,86.3,94.5,82.8,0.306,0.439,0.148,0.189,0.379,0.404,0.292,0.563,0.06,0.136,0.205,0.55,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-18,746014,Flyout,field_out,True,605141,677960,Mookie Betts,Ryan Weathers,1,636ec8f2-a132-4016-9237-c124e44a35c5,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.94,4.26,75.1,96.0,94.0,98.0,0.749,8.6,2.39,8.24,1.31,1.52,0.277,0.414,0.186,0.309,0.416,81.0,103.0,103.0,98.0,98.0,98.0,81.0,97.0,93.0,124.0,89.0,100.0,0.123,0.4,0.218,0.259,-0.42,-1.07,0.04,1.2,95.9,86.3,94.5,82.8,0.306,0.439,0.148,0.189,0.379,0.404,0.292,0.563,0.06,0.136,0.205,0.55,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-18,746014,Fielders Choice Out,fielders_choice_out,True,606192,677960,Teoscar Hernández,Ryan Weathers,1,f3836ba9-422d-4ed2-9ff7-ca8f1638539f,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.94,4.26,75.1,96.0,94.0,98.0,0.749,8.6,2.39,8.24,1.31,1.52,0.277,0.414,0.186,0.309,0.416,81.0,103.0,103.0,98.0,98.0,98.0,81.0,97.0,93.0,124.0,89.0,100.0,0.123,0.4,0.218,0.259,-0.42,-1.07,0.04,1.2,95.9,86.3,94.5,82.8,0.306,0.439,0.148,0.189,0.379,0.404,0.292,0.563,0.06,0.136,0.205,0.55,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-18,746014,Pop Out,field_out,True,518692,677960,Freddie Freeman,Ryan Weathers,0,1284f43a-cbcb-4fda-931d-93b1014a9c56,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.94,4.26,75.1,96.0,94.0,98.0,0.749,8.6,2.39,8.24,1.31,1.52,0.277,0.414,0.186,0.309,0.416,81.0,103.0,103.0,98.0,98.0,98.0,81.0,97.0,93.0,124.0,89.0,100.0,0.123,0.4,0.218,0.259,-0.42,-1.07,0.04,1.2,95.9,86.3,94.5,82.8,0.306,0.439,0.148,0.189,0.379,0.404,0.292,0.563,0.06,0.136,0.205,0.55,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-18,746014,Single,single,False,669364,689017,Xavier Edwards,Landon Knack,0,c59c95ee-ab80-4c50-a16e-650db58a38b7,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.39,3.73,61.0,99.0,105.0,100.0,0.779,9.0,2.51,7.08,1.77,0.66,0.194,0.524,0.153,0.353,0.42,73.0,90.0,90.0,116.0,99.0,102.0,,,,121.0,108.0,107.0,,0.464,0.232,0.15,0.07,,1.05,0.89,93.4,84.2,,85.0,0.23,0.53,0.21,0.15,0.275,0.258,,,,,,,0.194,0.323,0.259,79.0,93.0,90.0,0.153,-0.45,79.5,0.269,0.385,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-18,746014,Flyout,field_out,True,681393,689017,Connor Norby,Landon Knack,0,b5205fe1-8493-4393-a477-cb9dfaff1621,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.39,3.73,61.0,99.0,105.0,100.0,0.779,9.0,2.51,7.08,1.77,0.66,0.194,0.524,0.153,0.353,0.42,73.0,90.0,90.0,116.0,99.0,102.0,,,,121.0,108.0,107.0,,0.464,0.232,0.15,0.07,,1.05,0.89,93.4,84.2,,85.0,0.23,0.53,0.21,0.15,0.275,0.258,,,,,,,0.194,0.323,0.259,79.0,93.0,90.0,0.153,-0.45,79.5,0.269,0.385,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-18,746014,Flyout,field_out,True,660821,689017,Jesús Sánchez,Landon Knack,1,0766d89c-590c-4b59-a70f-90d81ce002bc,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.39,3.73,61.0,99.0,105.0,100.0,0.779,9.0,2.51,7.08,1.77,0.66,0.194,0.524,0.153,0.353,0.42,73.0,90.0,90.0,116.0,99.0,102.0,,,,121.0,108.0,107.0,,0.464,0.232,0.15,0.07,,1.05,0.89,93.4,84.2,,85.0,0.23,0.53,0.21,0.15,0.275,0.258,,,,,,,0.194,0.323,0.259,79.0,93.0,90.0,0.153,-0.45,79.5,0.269,0.385,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-18,746014,Strikeout,strikeout,True,669394,689017,Jake Burger,Landon Knack,0,6e4e2dc2-f7d8-45bd-9590-ded74cf0ffc1,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.39,3.73,61.0,99.0,105.0,100.0,0.779,9.0,2.51,7.08,1.77,0.66,0.194,0.524,0.153,0.353,0.42,73.0,90.0,90.0,116.0,99.0,102.0,,,,121.0,108.0,107.0,,0.464,0.232,0.15,0.07,,1.05,0.89,93.4,84.2,,85.0,0.23,0.53,0.21,0.15,0.275,0.258,,,,,,,0.194,0.323,0.259,79.0,93.0,90.0,0.153,-0.45,79.5,0.269,0.385,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-18,746014,Strikeout,strikeout,True,669242,677960,Tommy Edman,Ryan Weathers,0,28beb268-fd5b-4ed5-8458-3029e7806198,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.94,4.26,75.1,96.0,94.0,98.0,0.749,8.6,2.39,8.24,1.31,1.52,0.277,0.414,0.186,0.309,0.416,81.0,103.0,103.0,98.0,98.0,98.0,81.0,97.0,93.0,124.0,89.0,100.0,0.123,0.4,0.218,0.259,-0.42,-1.07,0.04,1.2,95.9,86.3,94.5,82.8,0.306,0.439,0.148,0.189,0.379,0.404,0.292,0.563,0.06,0.136,0.205,0.55,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-18,746014,Home Run,home_run,False,669257,677960,Will Smith,Ryan Weathers,0,04b42e23-d05b-4929-a8d1-7a0c8bbbf791,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.94,4.26,75.1,96.0,94.0,98.0,0.749,8.6,2.39,8.24,1.31,1.52,0.277,0.414,0.186,0.309,0.416,81.0,103.0,103.0,98.0,98.0,98.0,81.0,97.0,93.0,124.0,89.0,100.0,0.123,0.4,0.218,0.259,-0.42,-1.07,0.04,1.2,95.9,86.3,94.5,82.8,0.306,0.439,0.148,0.189,0.379,0.404,0.292,0.563,0.06,0.136,0.205,0.55,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
