,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-18,745004,Pop Out,field_out,True,596019,547179,Francisco Lindor,Michael Lorenzen,0,b0763552-173b-40f0-889c-f589ef4fcb50,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.302,0.465,0.055,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,,,,,,,,,,,,,,,
1,2024-06-18,745004,Flyout,field_out,True,607043,547179,Brandon Nimmo,Michael Lorenzen,0,907e9b68-463c-47b5-a338-2443d90ff5f9,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.302,0.465,0.055,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,,,,,,,,,,,,,,,
2,2024-06-18,745004,Strikeout,strikeout,True,502110,547179,J.D. Martinez,Michael Lorenzen,0,34e0ace0-9a40-4332-b1ac-07b5de97b427,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.302,0.465,0.055,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,,,,,,,,,,,,,,,
3,2024-06-18,745004,Flyout,field_out,True,543760,622663,Marcus Semien,Luis Severino,0,2a3d18af-7c4d-44c1-88e2-f0d8aa10701b,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,,,,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,,0.085,-0.23,-0.79,1.98,0.72,,-1.35,96.0,93.0,85.9,95.5,85.8,,0.246,0.361,0.137,0.244,0.409,0.201,0.29,0.484,0.143,0.241,0.345,0.207,0.216,0.27,0.283,,,,,,,,,,,,,,,,,,
4,2024-06-18,745004,Pop Out,field_out,True,608369,622663,Corey Seager,Luis Severino,0,0809b436-1d9d-482f-a289-a2dc5914077e,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,,,,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,,0.085,-0.23,-0.79,1.98,0.72,,-1.35,96.0,93.0,85.9,95.5,85.8,,0.246,0.361,0.137,0.244,0.409,0.201,0.29,0.484,0.143,0.241,0.345,0.207,0.216,0.27,0.283,,,,,,,,,,,,,,,,,,
5,2024-06-18,745004,Single,single,False,669701,622663,Josh Smith,Luis Severino,0,d1c38ab1-f2f1-4e45-9ce0-82f79992cabc,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,,,,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,,0.085,-0.23,-0.79,1.98,0.72,,-1.35,96.0,93.0,85.9,95.5,85.8,,0.246,0.361,0.137,0.244,0.409,0.201,0.29,0.484,0.143,0.241,0.345,0.207,0.216,0.27,0.283,,,,,,,,,,,,,,,,,,
6,2024-06-18,745004,Groundout,field_out,True,663993,622663,Nathaniel Lowe,Luis Severino,0,b979bf8d-f6b7-49fb-8fe5-7d4330cb554d,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,,,,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,,0.085,-0.23,-0.79,1.98,0.72,,-1.35,96.0,93.0,85.9,95.5,85.8,,0.246,0.361,0.137,0.244,0.409,0.201,0.29,0.484,0.143,0.241,0.345,0.207,0.216,0.27,0.283,,,,,,,,,,,,,,,,,,
7,2024-06-18,745004,Groundout,field_out,True,624413,547179,Pete Alonso,Michael Lorenzen,0,998c0665-73ea-4180-9b98-31f3a942504c,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.302,0.465,0.055,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,,,,,,,,,,,,,,,
8,2024-06-18,745004,Groundout,field_out,True,516782,547179,Starling Marte,Michael Lorenzen,0,a1c656f0-7647-4971-b2fd-08dda9baa1f5,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.302,0.465,0.055,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,,,,,,,,,,,,,,,
9,2024-06-18,745004,Home Run,home_run,False,668901,547179,Mark Vientos,Michael Lorenzen,0,839c77d5-74be-4cd7-b27c-da83dd5bf895,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.302,0.465,0.055,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,,,,,,,,,,,,,,,
