,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff
0,2024-09-20,745934,Pop Out,field_out,True,682998,607067,Corbin Carroll,Colin Rea,0,61488954-138e-49d0-b122-7a75b6b5fa20,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.2,4.88,160.2,103.0,84.0,97.0,0.83,7.17,2.24,8.79,1.57,0.94,0.248,0.444,0.144,0.33,0.448,99.0,109.0,105.0,70.0,109.0,96.0,83.0,103.0,96.0,110.0,106.0,109.0,76.0,94.0,88.0,78.0,98.0,97.0,0.309,0.188,0.199,0.087,0.176,0.041,0.84,-1.35,-1.39,-0.39,1.57,-4.04,92.9,87.6,86.5,92.3,82.0,78.7,0.299,0.497,0.112,0.194,0.299,0.242,0.288,0.669,0.169,0.152,0.229,0.222,0.267,0.433,0.276,0.387,0.645,0.182,,,,,,,,,,,,,,,,,,
1,2024-09-20,745934,Home Run,home_run,False,606466,607067,Ketel Marte,Colin Rea,0,541acc04-bda0-4944-88cc-c8993fd6c5ab,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.2,4.88,160.2,103.0,84.0,97.0,0.83,7.17,2.24,8.79,1.57,0.94,0.248,0.444,0.144,0.33,0.448,99.0,109.0,105.0,70.0,109.0,96.0,83.0,103.0,96.0,110.0,106.0,109.0,76.0,94.0,88.0,78.0,98.0,97.0,0.309,0.188,0.199,0.087,0.176,0.041,0.84,-1.35,-1.39,-0.39,1.57,-4.04,92.9,87.6,86.5,92.3,82.0,78.7,0.299,0.497,0.112,0.194,0.299,0.242,0.288,0.669,0.169,0.152,0.229,0.222,0.267,0.433,0.276,0.387,0.645,0.182,,,,,,,,,,,,,,,,,,
2,2024-09-20,745934,Single,single,False,592626,607067,Joc Pederson,Colin Rea,0,234536d2-1464-4a41-8ed4-0181b6f51650,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.2,4.88,160.2,103.0,84.0,97.0,0.83,7.17,2.24,8.79,1.57,0.94,0.248,0.444,0.144,0.33,0.448,99.0,109.0,105.0,70.0,109.0,96.0,83.0,103.0,96.0,110.0,106.0,109.0,76.0,94.0,88.0,78.0,98.0,97.0,0.309,0.188,0.199,0.087,0.176,0.041,0.84,-1.35,-1.39,-0.39,1.57,-4.04,92.9,87.6,86.5,92.3,82.0,78.7,0.299,0.497,0.112,0.194,0.299,0.242,0.288,0.669,0.169,0.152,0.229,0.222,0.267,0.433,0.276,0.387,0.645,0.182,,,,,,,,,,,,,,,,,,
3,2024-09-20,745934,Strikeout,strikeout,True,572233,607067,Christian Walker,Colin Rea,0,ba246cd1-cc04-4882-acbc-3efa14d8c869,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.2,4.88,160.2,103.0,84.0,97.0,0.83,7.17,2.24,8.79,1.57,0.94,0.248,0.444,0.144,0.33,0.448,99.0,109.0,105.0,70.0,109.0,96.0,83.0,103.0,96.0,110.0,106.0,109.0,76.0,94.0,88.0,78.0,98.0,97.0,0.309,0.188,0.199,0.087,0.176,0.041,0.84,-1.35,-1.39,-0.39,1.57,-4.04,92.9,87.6,86.5,92.3,82.0,78.7,0.299,0.497,0.112,0.194,0.299,0.242,0.288,0.669,0.169,0.152,0.229,0.222,0.267,0.433,0.276,0.387,0.645,0.182,,,,,,,,,,,,,,,,,,
4,2024-09-20,745934,Pickoff Caught Stealing 2B,pickoff_caught_stealing_2b,True,666971,607067,Lourdes Gurriel Jr.,Colin Rea,0,e57a45ea-d7f3-4dc5-baa4-8ce570946380,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.2,4.88,160.2,103.0,84.0,97.0,0.83,7.17,2.24,8.79,1.57,0.94,0.248,0.444,0.144,0.33,0.448,99.0,109.0,105.0,70.0,109.0,96.0,83.0,103.0,96.0,110.0,106.0,109.0,76.0,94.0,88.0,78.0,98.0,97.0,0.309,0.188,0.199,0.087,0.176,0.041,0.84,-1.35,-1.39,-0.39,1.57,-4.04,92.9,87.6,86.5,92.3,82.0,78.7,0.299,0.497,0.112,0.194,0.299,0.242,0.288,0.669,0.169,0.152,0.229,0.222,0.267,0.433,0.276,0.387,0.645,0.182,,,,,,,,,,,,,,,,,,
5,2024-09-20,745934,Single,single,False,668930,668678,Brice Turang,Zac Gallen,0,76450a50-2040-4e9f-9325-3d6c0a5c3aa7,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.74,4.06,142.0,101.0,101.0,100.0,0.766,9.19,3.3,8.3,0.82,1.35,0.234,0.394,0.136,0.344,0.349,,,,101.0,95.0,96.0,132.0,80.0,80.0,106.0,102.0,102.0,88.0,86.0,79.0,,,,0.001,0.466,0.031,,0.089,,-0.64,-1.28,,-1.01,-0.53,,93.7,90.3,,94.7,86.9,,,,,0.286,0.468,0.135,0.286,0.714,0.333,,,,,,,0.155,0.241,0.379,87.0,108.0,98.0,107.0,108.0,112.0,0.275,0.138,2.12,0.67,86.6,80.9,0.264,0.368,0.267,0.31,0.476,0.33
6,2024-09-20,745934,Single,single,False,694192,668678,Jackson Chourio,Zac Gallen,1,f2828b5e-a2ac-4f6d-a665-79bc2f957191,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.74,4.06,142.0,101.0,101.0,100.0,0.766,9.19,3.3,8.3,0.82,1.35,0.234,0.394,0.136,0.344,0.349,,,,101.0,95.0,96.0,132.0,80.0,80.0,106.0,102.0,102.0,88.0,86.0,79.0,,,,0.001,0.466,0.031,,0.089,,-0.64,-1.28,,-1.01,-0.53,,93.7,90.3,,94.7,86.9,,,,,0.286,0.468,0.135,0.286,0.714,0.333,,,,,,,0.155,0.241,0.379,87.0,108.0,98.0,107.0,108.0,112.0,0.275,0.138,2.12,0.67,86.6,80.9,0.264,0.368,0.267,0.31,0.476,0.33
7,2024-09-20,745934,Strikeout,strikeout,True,661388,668678,William Contreras,Zac Gallen,0,a28f1c14-db4b-4f23-b23a-7fe26ee0f1f2,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.74,4.06,142.0,101.0,101.0,100.0,0.766,9.19,3.3,8.3,0.82,1.35,0.234,0.394,0.136,0.344,0.349,,,,101.0,95.0,96.0,132.0,80.0,80.0,106.0,102.0,102.0,88.0,86.0,79.0,,,,0.001,0.466,0.031,,0.089,,-0.64,-1.28,,-1.01,-0.53,,93.7,90.3,,94.7,86.9,,,,,0.286,0.468,0.135,0.286,0.714,0.333,,,,,,,0.155,0.241,0.379,87.0,108.0,98.0,107.0,108.0,112.0,0.275,0.138,2.12,0.67,86.6,80.9,0.264,0.368,0.267,0.31,0.476,0.33
8,2024-09-20,745934,Strikeout,strikeout,True,669003,668678,Garrett Mitchell,Zac Gallen,1,42e35d54-eac4-4730-9fcb-6898b9101111,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.74,4.06,142.0,101.0,101.0,100.0,0.766,9.19,3.3,8.3,0.82,1.35,0.234,0.394,0.136,0.344,0.349,,,,101.0,95.0,96.0,132.0,80.0,80.0,106.0,102.0,102.0,88.0,86.0,79.0,,,,0.001,0.466,0.031,,0.089,,-0.64,-1.28,,-1.01,-0.53,,93.7,90.3,,94.7,86.9,,,,,0.286,0.468,0.135,0.286,0.714,0.333,,,,,,,0.155,0.241,0.379,87.0,108.0,98.0,107.0,108.0,112.0,0.275,0.138,2.12,0.67,86.6,80.9,0.264,0.368,0.267,0.31,0.476,0.33
9,2024-09-20,745934,Walk,walk,False,642715,668678,Willy Adames,Zac Gallen,0,be65b98a-d598-45fc-ad64-77700206dc8c,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.74,4.06,142.0,101.0,101.0,100.0,0.766,9.19,3.3,8.3,0.82,1.35,0.234,0.394,0.136,0.344,0.349,,,,101.0,95.0,96.0,132.0,80.0,80.0,106.0,102.0,102.0,88.0,86.0,79.0,,,,0.001,0.466,0.031,,0.089,,-0.64,-1.28,,-1.01,-0.53,,93.7,90.3,,94.7,86.9,,,,,0.286,0.468,0.135,0.286,0.714,0.333,,,,,,,0.155,0.241,0.379,87.0,108.0,98.0,107.0,108.0,112.0,0.275,0.138,2.12,0.67,86.6,80.9,0.264,0.368,0.267,0.31,0.476,0.33
10,2024-09-20,745934,Forceout,force_out,True,656555,668678,Rhys Hoskins,Zac Gallen,1,f6d1aaa5-26fb-43dd-b614-77a65cc685ea,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.74,4.06,142.0,101.0,101.0,100.0,0.766,9.19,3.3,8.3,0.82,1.35,0.234,0.394,0.136,0.344,0.349,,,,101.0,95.0,96.0,132.0,80.0,80.0,106.0,102.0,102.0,88.0,86.0,79.0,,,,0.001,0.466,0.031,,0.089,,-0.64,-1.28,,-1.01,-0.53,,93.7,90.3,,94.7,86.9,,,,,0.286,0.468,0.135,0.286,0.714,0.333,,,,,,,0.155,0.241,0.379,87.0,108.0,98.0,107.0,108.0,112.0,0.275,0.138,2.12,0.67,86.6,80.9,0.264,0.368,0.267,0.31,0.476,0.33
